region,spotify_uri,artist,title,original_lang,dominant_emotion,emotion_love,emotion_angst,emotion_joy,emotion_heartbreak,emotion_empowerment,emotion_party,emotion_despair,emotion_hope,emotion_nostalgia,emotion_solitude,emotion_passion,emotion_relaxing
Global,1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,en,love,0.9925,0.8095,0.6815,0.4675,0.7509,0.2466,0.1106,0.9842,0.8506,0,0.9898,0
Global,0MUXBhPUDF8or0kfQ0EHwV,"Sam Fender, Olivia Dean",Rein Me In (with Olivia Dean),en,solitude,0.9546,0.9131,0.3109,0.9715,0.6909,0.288,0.6331,0.2212,0.9533,0.9724,0.7944,0.8155
Global,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,en,nostalgia,0,0.4904,0,0.1268,0.336,0,0.3289,0.1006,0.719,0.2071,0.2543,0.1436
Global,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,en,angst,0.2747,0.904,0,0.8223,0.5115,0.3847,0.566,0.8845,0.1293,0.2109,0.6081,0
Global,4rMNgxEwGWoPHIUcvB5BrB,Bruno Mars,It Will Rain,en,heartbreak,0.8461,0.8792,0,0.9244,0.5033,0.1484,0.7558,0.2362,0.3391,0.3575,0.7251,0
Global,0UHB9METy4VCXNgkcGqHqS,Rihanna,Kiss It Better,en,angst,0.9376,0.9749,0.5082,0.9477,0.8375,0.5704,0.8641,0.6985,0.7753,0.4939,0.9325,0.4789
Global,7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,en,heartbreak,0.8943,0.9515,0.13,0.9563,0.4411,0.1312,0.8638,0.2708,0.627,0.6738,0.8863,0
Global,5Q4HTsEGKanxOwL1nYCnhQ,"Peso Pluma, Tito Double P, LENCHO",chiclona,es,angst,0.7413,0.9788,0.4509,0.4663,0.632,0.7794,0.6559,0.2013,0.7942,0.2502,0.9497,0.9763
Global,7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Sweet Child O' Mine,en,nostalgia,0.9035,0.4637,0.5085,0,0.519,0,0,0.3082,0.9752,0,0.565,0.4954
Global,7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,en,passion,0.9061,0.9423,0.2793,0.9505,0.7142,0.748,0.2741,0.4897,0.9198,0.1106,0.9627,0
Global,2YiCMmONQcoMPX2bV1LxE0,Tears For Fears,Everybody Wants To Rule The World,en,angst,0.5453,0.9351,0.1638,0.8395,0.8466,0.1081,0.7894,0.1233,0.2655,0.2039,0.6641,0
Global,6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,en,love,0.9907,0.5265,0.2107,0.9282,0.7434,0.2193,0,0.5496,0.8945,0.5194,0.8344,0.161
Global,2yWlGEgEfPot0lv3OAjuG3,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Global,4G7bbgD2DHORU4frrWoCXp,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,pt,heartbreak,0.9516,0.9449,0.5991,0.9821,0.9046,0.6208,0.2682,0.7644,0.7811,0.9776,0.8946,0.6085
Global,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,Poker Face,en,love,0.9946,0.2276,0.7476,0,0.857,0.4099,0,0.3823,0.5387,0,0.936,0.1822
Global,4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,es,relaxing,0.7394,0.8282,0.5676,0.3518,0.8241,0.8202,0.2669,0.3309,0.8107,0.5403,0.8266,0.8654
Global,3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,de,empowerment,0.3388,0.6031,0.1146,0.2223,0.7793,0.4076,0.2537,0.2538,0.221,0.4185,0.5514,0
Global,1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",Gangsta's Paradise,en,despair,0,0.8116,0,0.7423,0.2831,0.2853,0.9152,0,0.3711,0.6852,0.5133,0.1001
Global,5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,en,love,0.9898,0.9323,0.598,0.9226,0.8296,0.2734,0.3572,0.5985,0.2609,0,0.9625,0
Global,51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),en,solitude,0.9333,0.9209,0.3099,0.9005,0.7711,0.2495,0.3832,0.772,0.4159,0.993,0.7511,0.6072
Global,1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,en,passion,0.7819,0.7558,0,0.857,0.3432,0.3142,0,0,0.8816,0,0.9365,0
Global,0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,en,other,0.8606,0.8191,0.1035,0.5205,0.6972,0.2146,0.1735,0.1405,0.892,0.4261,0.8723,0
Global,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,en,nostalgia,0.1634,0.9369,0.1037,0.5417,0.1964,0.1741,0.4486,0.1434,0.9592,0.2702,0.5153,0
Global,3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,en,nostalgia,0.5511,0.9109,0,0.939,0.3218,0,0.7488,0.6487,0.9529,0.9186,0.5338,0
Global,3fjmSxt0PskST13CSdBUFx,Linkin Park,Somewhere I Belong,en,solitude,0.1744,0.7904,0.1099,0.7215,0.5813,0.2588,0.7664,0.6467,0.119,0.9622,0.558,0.1373
Global,5UJbgR4XF4y1DvbkxEqe8S,Tate McRae,Sports car,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Global,1QFh8OH1e78dGd3VyJZCAC,The Cure,Boys Don't Cry,en,heartbreak,0.8953,0.7318,0.2356,0.9548,0.5083,0.4366,0.6763,0.2409,0.2992,0.7519,0.569,0.2355
Global,1XGmzt0PVuFgQYYnV2It7A,"Maroon 5, Wiz Khalifa",Payphone,en,heartbreak,0.3909,0.7496,0,0.9646,0.3533,0,0.876,0,0.3613,0.4054,0.3097,0
Global,75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,en,heartbreak,0.9356,0.931,0.1212,0.9648,0.7598,0.5173,0.8907,0.411,0.8764,0.2255,0.9351,0
Global,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,en,solitude,0.8608,0.8938,0.5974,0.5131,0.8847,0.3391,0.2856,0.7436,0.9716,0.9892,0.8856,0.3357
Global,6eLQXa6uk2EW8drsiKbABZ,Fuerza Regida,TU SANCHO,es,passion,0.855,0.726,0.3272,0.271,0.7495,0.2515,0,0.2393,0.3441,0.239,0.8706,0.1413
Global,5AEOqLsRJFAoSS4ay4Jzao,Nirvana,Come As You Are,en,nostalgia,0.1234,0.8842,0.2107,0.2531,0.8893,0.4083,0.5223,0.3984,0.9701,0.8562,0.6818,0.5832
Global,7ySUcLPVX7KudhnmNcgY2D,Rihanna,S&M,en,passion,0.853,0.5387,0.7592,0,0.8636,0.3489,0,0.1168,0.461,0.108,0.8835,0.1147
Global,6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,en,other,0.6082,0.798,0.7275,0.3717,0.6536,0.4224,0.3749,0.4962,0.9052,0.5193,0.8321,0.4082
Global,0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,en,angst,0,0.3003,0,0,0.1548,0,0,0,0,0,0.1406,0
Global,5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,en,passion,0,0.9925,0.1778,0.6994,0.8229,0.7284,0.4494,0,0.3539,0.8477,0.9969,0
Global,04aigH9HRGebQZu1JAN6X1,a-ha,Take on Me,en,love,0.9979,0.8869,0.1012,0.4135,0.4638,0.1856,0.6069,0.5266,0.3539,0.8379,0.771,0.2552
Global,35ISBknsCeZQtq66xABI9g,Lola Young,Messy,en,angst,0.2711,0.9143,0.107,0.6162,0.5735,0.134,0.6202,0.1041,0.2079,0.3254,0.4829,0.3226
Global,54PbBpquVfhfrwRwvjSXbI,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),ar,heartbreak,0.8206,0.9591,0.1083,0.9613,0.3833,0.504,0.894,0,0.7116,0.74,0.8756,0.1381
Global,7MmG8p0F9N3C4AXdK6o6Eb,"Calvin Harris, Ellie Goulding",Outside (feat. Ellie Goulding),it,heartbreak,0.8925,0.8689,0,0.9689,0.8476,0.2753,0.422,0.6822,0.1135,0.8361,0.6744,0
Global,5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall,en,hope,0.6094,0.8286,0.1222,0.5693,0.6333,0,0.5302,0.9531,0.3605,0.309,0.886,0
Global,7vg9noSnFEyPfwLiaCW4vi,"ZXKAI, slxughter",NO BATIDÃO,pt,passion,0.6517,0.681,0,0.7212,0,0.461,0,0,0,0,0.8402,0
Taiwan,0Q4YuuiCuxIIKUw2fb1cmV,F.I.R.,我們的愛,zh,heartbreak,0.8987,0.8753,0,0.9797,0.4566,0.1088,0.8124,0.1141,0.9766,0.7737,0.7368,0.1177
Taiwan,3bQeHxH1x4pVUfsRpuLAlH,Crowd Lu,愚人節快樂,zh,solitude,0.9489,0.8987,0.1259,0.9968,0.4893,0.2032,0.8771,0.2678,0.6571,0.9973,0.7956,0.3949
Taiwan,0m1cI6aV1jq537JamnL592,JOLIN,妥協,zh,heartbreak,0.7202,0.8232,0,0.9513,0.1444,0.1532,0.8603,0,0,0.473,0.4169,0
Taiwan,08VBl78Lgs7VIEzCL1Btyv,李浩瑋 Howard Lee,無垢,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4WFfPxJv1KRekG6mxn837K,"JISOO, ZAYN",EYES CLOSED (with ZAYN),en,love,0.9921,0.8725,0.6113,0.7193,0.8435,0.5758,0.4041,0.6552,0.9142,0.7284,0.9785,0.7954
Taiwan,4D0KlK4Fl8lotvsoys1bYQ,Andrew Tan,天后,zh,solitude,0.9521,0.9512,0.4123,0.9034,0.6502,0.6301,0.5139,0.5859,0.4488,0.9815,0.8692,0.337
Taiwan,5qAfVxNUxjrELshgTpWxLf,TWS,OVERDRIVE,ko,angst,0.3753,0.9613,0,0.8356,0.402,0.2395,0.8024,0,0,0,0.8823,0
Taiwan,0NAcDn6U2GB2Arhspmh38S,Wu Bai,淚橋,zh,heartbreak,0.7817,0.6138,0,0.9729,0,0,0.7714,0,0.3578,0.6816,0.7509,0
Taiwan,5doooVlMVRZztQbySqARMI,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),en,nostalgia,0.9661,0.9092,0.9907,0.5854,0.9814,0.9385,0,0.9544,0.9973,0.9158,0.9429,0.6204
Taiwan,567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),en,angst,0,0.3878,0,0,0.1187,0,0.228,0,0,0,0,0
Taiwan,18AMT576rBlQFMzUTS7WBa,TWICE,THIS IS FOR,en,empowerment,0.436,0.3701,0.4448,0.1891,0.888,0.4915,0.176,0.3959,0.3765,0.1895,0.5379,0.5887
Taiwan,0KWnRv3wxjltYVB3MqjNd2,高爾宣 OSN,Without You,zh,heartbreak,0.967,0.9682,0.1393,0.9784,0.3619,0.2842,0.9218,0,0.8696,0.9306,0.9169,0
Taiwan,2JH8WubSk2IWYUDBUguSQv,A-Mei Chang,如果你也聽說,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4i0HNuFEH6P6K4UnsY5uUh,NMIXX,Blue Valentine,ko,love,0.9939,0.9606,0.1711,0.9744,0.7532,0.3459,0.6684,0.6726,0.7622,0,0.9549,0
Taiwan,2s96YKKpfBUbQP3lJuhkfX,A-Lin,失戀無罪,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,2IfSPLPDW6RGosdB5huwAA,G.E.M.,泡沫,it,love,0.9691,0.5968,0.5019,0.8222,0.26,0,0.1034,0.1063,0.2081,0.2985,0.4754,0
Taiwan,57w29bSwdIZ6gr6xXOqwc1,Jay Chou,七里香,zh,love,0.9686,0.3753,0.4966,0.1716,0.7711,0.2019,0,0.6596,0.8492,0.3595,0.9656,0.1486
Taiwan,5cU1O9P0EDA0rPkPDykhIm,Eric Chou,怎麼了,zh,heartbreak,0.9558,0.9224,0.4147,0.9743,0.5372,0.2538,0.7581,0.212,0.5965,0.9717,0.767,0
Taiwan,4vdX5mQE0oXkflFqsqQkUP,Leehom Wang,愛錯,zh,heartbreak,0.9663,0.9302,0,0.9672,0.5323,0.2701,0.7646,0.1005,0.9085,0.6043,0.8584,0
Taiwan,5xqM1HOndjxfH7NmyD8SVS,BABYMONSTER,Really Like You,ko,love,0.9647,0.9226,0.6904,0.3603,0.7583,0.3284,0.1217,0.6853,0.6054,0.1013,0.9254,0.1263
Taiwan,3w71TlXbEeZeZcI7BtHy2G,"艾薇 Ivy, 吳霏",我受夠了,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,301mxTHzMyFOVUXl6U22sf,EggPlantEgg,浪子回頭,zh,angst,0.3974,0.8468,0.4411,0.2017,0.7151,0.1702,0.6771,0.2779,0.1568,0.1527,0.5696,0.1563
Taiwan,580BvW3DyUNoYFgQgoD2GI,"高爾宣 OSN, Patrick Brasca",Hold On,zh,other,0.457,0.5855,0,0.5085,0.1547,0.1609,0.507,0.351,0.4762,0.4277,0.3712,0
Taiwan,6FIhcAp2lj45eFlUkTriAr,Juice Boy,一萬公里外的你,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4yLirljV93Y0vIoERjeTv5,A-Mei Chang,掉了,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,en,passion,0.9061,0.9423,0.2793,0.9505,0.7142,0.748,0.2741,0.4897,0.9198,0.1106,0.9627,0
Taiwan,4oE7MyJhqSD3BaHRpNs8Nl,"Kenshi Yonezu, Hikaru Utada",JANE DOE,ja,nostalgia,0.8104,0.7616,0.5552,0.5017,0.6223,0.5196,0.174,0.2928,0.9653,0.7117,0.6478,0.9563
Taiwan,6Wobsw9uZ0D0xkfOjxXSq9,"ROSÉ, F1 The Album",Messy (From F1® The Movie),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,5tZbcQ5PYID0xB0VNblmrK,Stefanie Sun,雨天,zh,other,0.2406,0.3521,0,0.2126,0.445,0,0,0.2091,0.4037,0.3504,0.4425,0.1942
Taiwan,73Ijz3vN9KP1W5qrfNeWMI,玖壹壹,下輩子,zh,hope,0.8955,0.8932,0.2241,0.8185,0.8632,0.1836,0.4979,0.9504,0.8358,0.2901,0.8579,0.119
Taiwan,7ks6KrwN2DKhEm06X85qEK,Amazing Show,捲菸,zh,heartbreak,0.9706,0.941,0,0.9809,0.2343,0.2988,0.8829,0,0.6471,0.6597,0.6802,0.1292
Taiwan,5Ek40FyMPprcvtyZDjqylX,TWICE,What is Love?,ko,love,0.8633,0.7248,0.5935,0,0.6814,0.2435,0,0.6275,0.1728,0.1214,0.6797,0
Taiwan,4XrWar13kLO1jr535AzKrQ,Stefanie Sun,我不難過,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4OoExItZJ0jePoCZDbHx4t,Jay Chou,說好的幸福呢,zh,love,0.9937,0.9333,0.112,0.9818,0.3343,0.2568,0.8137,0,0.9108,0.5945,0.8626,0
Taiwan,2c6xH9usslUoHnOzsRhpcP,IVE,XOXZ,ko,solitude,0.7968,0.6104,0.5552,0.2661,0.9177,0.398,0.3304,0.8456,0.3712,0.9324,0.9163,0.7639
Taiwan,3OC84eKMxRJ4x0Hcwl9i4i,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1vfUASvUGt3gxQ1x3T3u1C,en王翊恩,嚣张,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,69zgyr5HVKdInjeKpq1qHa,831,想見你想見你想見你 - 電視劇《想見你》片尾曲,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,7FyKqLLICVzwBiAUtbVYUW,ALLDAY PROJECT,ONE MORE TIME,ko,passion,0.7623,0.362,0.7935,0,0.9139,0.9156,0,0.8444,0.6129,0,0.921,0
Taiwan,6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,en,other,0.6082,0.798,0.7275,0.3717,0.6536,0.4224,0.3749,0.4962,0.9052,0.5193,0.8321,0.4082
Taiwan,2fc2vUA5H3mTAr9rQoBDKt,Zhang Zhen Yue,愛我別走,zh,solitude,0.862,0.8786,0,0.949,0,0,0.761,0,0.105,0.9821,0.7996,0
Taiwan,7KoqEF76fGnDYdxTSHLxcm,Jay Chou,一路向北,gd,heartbreak,0.3146,0.885,0,0.9641,0.2078,0.1496,0.8359,0,0.4767,0.6501,0.651,0
Taiwan,02sy7FAs8dkDNYsHp4Ul3f,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,en,hope,0.9371,0.8204,0.8732,0.3062,0.9087,0.6751,0,0.969,0.9554,0.7184,0.9615,0.6879
Taiwan,1JLtvvPsHwLyd2ufASdkWV,"阿涵, Ayo97",感谢你曾来过,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,5TkQbhQm9BXONk2agDo4w9,Khalil Fong,紅豆,zh,other,0.8055,0.312,0,0.3093,0.5048,0,0,0.7141,0.4133,0.4279,0.3762,0.3551
Taiwan,2dl3pNKU8pr0fcI4XrKcGF,IVE,Odd (GAEUL Solo),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3OXHwY8gI2QUh0QliXBwrI,David Tao,"愛, 很簡單",en,angst,0.6633,0.9147,0.4272,0.7518,0.72,0.4112,0.752,0.4032,0.5622,0.545,0.7352,0.2935
Taiwan,2xYrGeWUjwGvB0KMAfUFSd,菲菲公主,第57次取消发送,zh,nostalgia,0.696,0.8945,0,0.95,0.3163,0.4621,0.232,0,0.9952,0.85,0.499,0
Taiwan,4DCB1S7G6SmH9qlDpEVIzP,Cheer Chen,太聰明,zh,angst,0.9271,0.9475,0,0.7545,0.1271,0.2307,0.6449,0,0.1286,0.3196,0.7374,0
Taiwan,4IazYww9msi3dR81d9itO7,頑童Mj116,SPOTLIGHT,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,3SJgTyb8a7z66suw0kBZ0T,艾薇 Ivy,失重前幸福,zh,love,0.9378,0.1251,0.3191,0.4059,0.244,0,0,0,0.6941,0,0.6759,0
Taiwan,553GNiNqcudWfsF55RBDqz,Rainie Yang,雨愛,zh,heartbreak,0.8807,0.4736,0,0.9405,0.2642,0.1067,0,0.75,0.6402,0.4303,0.7921,0
Taiwan,6T17ZI0glfM2IGLdUwtnLK,CORTIS,JoyRide,ko,angst,0,0.924,0.7151,0,0.7927,0.2171,0.1869,0.1362,0.4809,0.4088,0.9106,0
Taiwan,1kUyOJb3fzUo8r0OCz5SQk,JENNIE,Mantra,en,other,0.1837,0.2716,0.1453,0,0.4696,0.1149,0,0.1509,0.1767,0.29,0.3153,0.2414
Taiwan,7lCLZlVt6g4ifoHXpXEHZm,Shi Shi,少一點天份,zh,other,0.2152,0.4129,0.1988,0.187,0.5556,0.4938,0.1742,0.2533,0,0.1576,0.4882,0
Taiwan,5PpuqQ7vLG2e66SUpjUVYg,Amazing Show,心悶,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0c9gjnRGBRke9VmLaZWmhM,陈村长,爱怎么了,zh,heartbreak,0.7929,0.9039,0,0.9276,0.3425,0.1796,0.637,0,0.7017,0.6292,0.9175,0.1284
Taiwan,3AKYofM0vFekNthGbpjMpN,ZQS,这是你期盼的长大吗,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,5EoV2HmAlkqN1XvsIjOBZZ,Hearts2Hearts,STYLE,ko,empowerment,0.4414,0.1105,0.481,0,0.7999,0.2818,0,0.3697,0.3196,0.1768,0.4701,0.4703
Taiwan,2wzXhxWPX0aODraKNXoJYY,Rene Liu,後來,zh,heartbreak,0.9238,0.7287,0,0.9379,0.4161,0.2159,0.5734,0.2361,0.8242,0.7837,0.6804,0.1202
Taiwan,4FhJ7YSRxATHnaRg4nGs6t,sodagreen,小情歌,zh,love,0.9979,0,0.7301,0,0,0,0,0.2868,0.2872,0.4161,0.9796,0.6116
Taiwan,4oELKeBS6hWwN3CTuN6acA,Ricky Hsiao,末班車,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,77Y69dj99sTYGAWule3nz8,"Marz23, Faye 詹雯婷",不簡單的歌 (feat. Faye 詹雯婷),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4xeugB5MqWh0jwvXZPxahq,WOODZ,Drowning,ko,love,0.9847,0.9561,0,0.9835,0.571,0.1033,0.939,0.2433,0.1968,0.1646,0.984,0
Taiwan,6FpUCVpLvO0QXwsovSfWEa,芒果醬 Mango Jump,我喜歡你,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,4XipvtwRgtUrGb2j2l0wNG,JOLIN,倒帶,zh,love,0.9658,0.8409,0.2214,0.9412,0.4661,0.2316,0.7995,0.2744,0.2338,0.9153,0.5848,0.238
Taiwan,5sYtvIl1mx9QuIgwC6FDU1,Eason Chan,淘汰,zh,heartbreak,0.909,0.8208,0,0.9611,0,0,0.7181,0,0.1765,0.6779,0.679,0
Taiwan,4xZIMRwaaBx7CZMmM6KLuh,黃小琥,沒那麽簡單,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0mGNDAW085Jkn8IbEalZG3,"Ronghao Li, A-Mei Chang",對等關係 (feat. 張惠妹),unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,5sjnkOfTLCLNfkkchI2re2,aespa,UP - KARINA Solo,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,6439IQyiZV5I7aOo8UREgm,Amazing Show,擋一根,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,0ONg8VCxzW3CCNDxDY0DNe,Sam Lee,最近,zh,solitude,0.9288,0.6769,0,0.7466,0.1621,0,0.231,0.3178,0,0.9396,0.2874,0
Taiwan,54PbBpquVfhfrwRwvjSXbI,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),ar,heartbreak,0.8206,0.9591,0.1083,0.9613,0.3833,0.504,0.894,0,0.7116,0.74,0.8756,0.1381
Taiwan,37xebnhvUyM8VyyDDeo65d,LNGSHOT,Never Let Go,en,angst,0.7261,0.9612,0.2591,0.7978,0.481,0.3164,0.8811,0.3265,0.4985,0.7407,0.8514,0.2864
Taiwan,4D4KVgVNxed4Hd3rGWlCo2,F.I.R.,Lydia,en,solitude,0.982,0.5976,0.9481,0.1911,0.9265,0.453,0,0.4819,0.9491,0.9886,0.9804,0.7622
Taiwan,7IiSESHLOtsoEXTlXa0bjJ,Nicky Lee,想太多,zh,angst,0,0.5602,0,0.1061,0.1678,0,0.143,0,0,0.2177,0,0
Taiwan,4bDJJr7yG31MApWuvEasAo,颜人中,有些,zh,other,0.2266,0.5739,0,0.3418,0.3627,0.1119,0.195,0.1103,0.205,0,0.513,0
Taiwan,7CTitzr4eVIDCPUJi5Dr4B,David Tao,普通朋友,zh,love,0.9941,0.9499,0,0.9866,0.1359,0.1778,0.9867,0,0.1193,0.1447,0.9734,0
Taiwan,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,en,passion,0.7905,0.9357,0.1304,0.9033,0.5747,0.3048,0.6768,0,0.4792,0.3597,0.9633,0
Taiwan,5XWlyfo0kZ8LF7VSyfS4Ew,aespa,Drama,en,passion,0.5001,0.5498,0.9849,0.5075,0.611,0.7342,0.496,0.5295,0.5067,0.4991,0.9958,0.4962
Taiwan,63N9fNPJ5kkbvtntCwgIbm,icyball 冰球樂團,能不能和我留在台北（陪我幾天）,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,51fGtLs5vdK2NOumVhMXru,Wu Bai,夢醒時分,zh,heartbreak,0.8688,0.6382,0,0.9661,0,0.1295,0.678,0,0,0,0.4979,0
Taiwan,70t7Q6AYG6ZgTYmJWcnkUM,IVE,I AM,ko,empowerment,0.5256,0.42,0.8359,0,0.9365,0.193,0,0.8416,0.4321,0.3785,0.8767,0.3583
Taiwan,7iXPSlDdL0EQwPFtUR8ye1,BY2,我知道,zh,heartbreak,0.7409,0.6421,0,0.9377,0.276,0,0.1866,0,0.223,0.3283,0.4234,0
Taiwan,3fEX9NgOeklq816Fw00uoo,XG,HYPNOTIZE,en,passion,0.4992,0.364,0.3306,0,0.5746,0.2915,0.1565,0.2412,0.2517,0.1681,0.7024,0.4539
Taiwan,2VKGO4DNyUK5UxCQB3b3DF,ATEEZ,Adrenaline,ko,passion,0,0.7461,0.4854,0,0.9138,0.3918,0,0,0,0.1879,0.9395,0
Taiwan,25pWemriUQVrZ3yIiS2IBf,Eason Chan,十年,zh,heartbreak,0.3517,0.4776,0,0.9318,0,0,0.2262,0,0.2252,0,0.1432,0
Taiwan,1sl9O7VLwGwdw4iXqnkbDP,Eric Chou,想念你想我,zh,heartbreak,0.8934,0.9623,0.1369,0.9764,0.2287,0,0.4333,0.4913,0.6303,0.2232,0.6662,0.1699
Taiwan,5evE7bweEhX83fd1ZmwPjP,Eric Chou,摯友,zh,heartbreak,0.2446,0.9635,0,0.9768,0.219,0.2274,0.8687,0,0.1752,0.4529,0.8887,0.2307
Taiwan,7a6vvAM1cjAuyVQpqv9pmu,BABYMONSTER,FOREVER,en,angst,0.9004,0.9816,0.646,0.9721,0.857,0.8051,0.4562,0.9042,0.9483,0.7896,0.9441,0.8774
Taiwan,3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ko,nostalgia,0.901,0.9548,0.3983,0.966,0.6977,0.2095,0.6922,0.8832,0.9824,0.2513,0.9005,0.65
Taiwan,6gYS6CQc7UMnj0Ubq3C0QT,马师傅,善后,unknown,unclassified,0,0,0,0,0,0,0,0,0,0,0,0
USA,6ybZUqlfk938oS6WeBmDab,Treaty Oak Revival,Missed Call,en,heartbreak,0.3955,0.8867,0,0.9435,0.3522,0.6455,0.9275,0,0.212,0.6112,0.4188,0.2623
USA,5UJbgR4XF4y1DvbkxEqe8S,Tate McRae,Sports car,en,angst,0.8156,0.9314,0.3271,0.6172,0.7159,0.4011,0.6745,0.448,0.8999,0,0.8172,0.5576
USA,7gKxCvTDWwV9wBhdeBbr3l,Olivia Dean,Nice To Each Other,en,hope,0.7348,0.9476,0.4054,0.5256,0.7395,0.3077,0.3312,0.9534,0.4477,0.2523,0.7079,0
USA,1qRV1dKLOfH1s00b9J2LUQ,Zara Larsson,Midnight Sun,en,nostalgia,0.9333,0.2036,0.884,0.1809,0.9501,0.655,0,0.6452,0.9741,0.9544,0.9168,0.9548
USA,1osfLqL6L2iQsirRf83ded,Riley Green,Worst Way,en,solitude,0.9594,0.6026,0.3957,0,0.769,0.6491,0,0.2498,0.4257,0.9771,0.9601,0.3216
USA,0InIeZW4P6VO7dUGRM4AKH,The Marías,Sienna,en,nostalgia,0.8037,0.8412,0.8066,0.9158,0.7027,0.2055,0.1682,0.61,0.978,0.5701,0.8014,0.4288
