rank,artist,title,region,spotify_uri,lyrics
133,"Pipe Bueno, Jessi Uribe, Yeison Jimenez, Carín León, Alzate, Darío Gómez, Luis Alberto Posada, El Charrito Negro, Jhonny Rivera, Jhon Alex Castaño, Juan Pablo Navarrete",Guaro (Remix),Colombia,5sMHuOIvtsSuFZafTcF19Q,"Que me traigan guaro
Cerveza y licor
Y que vengan viejas
Pa' pasarla cabrón
¿Y quién dijo que la ""H"" es muda, viejo?
Compa Pipe
Ay-ay-ay

Mi mujer me ha dejado
Por borracho y bandido
Pa' no andar agüitado
En la peda me la vivo
Me voy a emborrachar
Con todos mis parceros
Y como dice el dicho
Pal' centro y pa' adentro

Porque está noche juro que te olvidaré
Pa' que yo llore, la neta no traes con qué
No quieres volver y hay una fila que se muere
Por este bebé

Quе me traigan guaro
Cerveza y licor
Y quе vengan viejas
Pa' pasarla cabrón
Que me traigan tequila
Cerveza y licor
Que suene el mariachi
Hasta que salga el sol

Sentimiento, Jhon Alex
Dolor, mamacita

Estoy amanecido
Con dos al lado mío
Las dos me dicen papi, como que quieren algo
Pero yo no he podido
Estoy adolorido (Je)
Y un poco confundido
La que quiero que me quiera, no me quiere como quiero
Pero me quiere jodido

Porque está noche juro que te olvidaré
Ya me cansé y te juro que te borraré
No quieres volver y hay una fila que se muere
Por este bebé

Que me traigan guaro
Cerveza y licor
Y que vengan viejas
Pa' pasarla cabrón
Que me traigan tequila
Cerveza y licor
Que suene el mariachi
Hasta que salga el sol

Mi mariachi
Tóqueme la parte que más me gusta
¡Échele!

Porque está noche juro que te olvidaré
Ya me cansé y te juro que te borraré
No quieres volver y hay una fila que se muere
Por este bebé (Jaja)

Que me traigan guaro
Cerveza y licor
Y que vengan viejas
Pa' pasarla cabrón
Que me traigan tequila
Cerveza y licor
Que suene el mariachi
Hasta que salga el sol"
134,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Colombia,3QwBODjSEzelZyVjxPOHdq,"(Just seeing you makes me want to, eh)
(Precisely in Cartagena; eh-eh, ay)
Infinity
After so much you're looking for me
Why is it?
Why me, yeah
You can't leave without answering that question
What is it that you want?
What is it that you need?

To seduce me again
To kiss me again
Turn my world upside down again
To kiss you like yesterday
To feel you again
Turn my world upside down again, like yesterday, yeah
(The ""Z"" and the ""L"")

Just the sight of you makes me wanna
To travel back in time and rescue (Brrr; yeah)
Those moments that you and I sharеd (Sup, sup, sup, sup)
The desire to party
It was nights that nеver ended (Ay)
We were living in a fantasy, but it was real (For real)

What we felt (Mamacita; what we felt)
What we did (Here; what we did)
It's no coincidence that we saw each other at the same disco (Ah)
Let's make the most of it (Aha)
What we felt (Mamacita; what we felt)
What we did (Ah, ah)
It's not by chance that we saw each other in the same nightclub
Come on mommy, we're gone

To seduce me again
Kiss me again
To turn the world upside down
To kiss you like yesterday
To feel you again
You turn my world upside down again, like yesterday (J Balvin, man)

Today you show up again under the full moon, siren
Precisely in Cartagena
Let me relive this, it's a pleasure
Ba-Ba-Ba-Baila that the night is yours, let the rhythm intuit
Put some spice in it, let the love flow
We realized that there was no end
This doesn't have to end (Ouh, ouh; for real)

What we felt (Mamacita)
What we did (Take that take)
It's no coincidence that we saw each other in the same disco
Let's take advantage of the fact that we saw each other (Aha)
What we felt (Mamacita)
What we did (Ah, ah)
It's no coincidence that we saw each other in the same disco
Dale mami, we left

To seduce me again
Kiss me again
To turn my world upside down again
To kiss you like yesterday
To feel you again
You turn my world upside down again, like yesterday, yeah

Chq-chq-chq-chq-chq-chq-chq-chq-chq
Z Diddy
J Balvin, man
Zion, baby
The ""Z"" and the ""L""
And Lennox
Leggo'
J Balvin
Sky Rompiendo El Bajo
Mo-Mo-Mosty
Bull Nene
Infinity
Leggo'
Infinity Music (To Seduce Me Again)
Baby Records (To Kiss Me Again)
(Turn my world upside down again, like yesterday, yeh)
The ""Z"" and the ""L"""
135,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Colombia,34vXRJ2bCSFiZKQzVUYVOb,"Si estoy tomando
Es porque estoy echando alcohol a las heridas que por dentro estoy curando
Si me ven abrazado de una botella
O de pronto que estoy hablando con ella
Puede ser que estoy pidiéndole consejos y eso es lo que estoy tomando
No estoy llorando
Es que se están descongelando sentimientos, no son lágrimas de llanto
Si de pronto alguien de aquí tuvo un mal día
Dejen que yo lеs cuente la historia mía
Que sеguramente después que le cuente ya no se va a estar quejando

Hoy vi al amor de mi vida
Tan feliz como nunca, besando al amor de su vida, yeah
Lo miraba de la misma forma que antes me veía
Ya entendí que esta guerra la tengo perdida
Porque el amor de mi vida
Me dijeron por ahí que con otro está haciendo su vida, yeah
Si les digo que quiero que sea feliz, mentiría
Conclusión, a ella le tengo amor y a ese le tengo envidia

Y eso es Grupo Frontera
Y puro Grupo Firme
¡Uh!

Hoy vi al amor de mi vida
Tan feliz como nunca, besando al amor de su vida, yeah
Lo miraba de la misma forma que antes me veía
Ya entendí que esta guerra la tengo perdida
Porque el amor de mi vida
Me dijeron por ahí que con otro está haciendo su vida, yeah
Si les digo que quiero que sea feliz, mentiría
Conclusión, a ella le tengo amor y a ese le tengo envidia

Conclusión, a ella le tengo amor y a ese le tengo envidia"
136,Yeison Jimenez,Te Voy a Olvidar,Colombia,6jbDhMUR3Hc3yVPT2tEVxY,"Esta noche yo quiero olvidar
Que te ame con ilusión y que algún día
Te entregué mi corazón
Y me pagaste con una traición
Te aseguro que voy a lograr
Olvidarte para siempre y que jamás
Estarás en mi pensamiento
En adelante solo voy a estar contento
Por eso brinden
Hagan de cuenta que no ha pasado nada
Traigan cerveza que esta vida es pa' gozarla
Y por amores no se debe de sufrir
Si esta pensando
Que nunca voy a ser feliz en este mundo
Pues lo lamento y con el dolor más profundo
Por hay tengo otra que ahora me hace más feliz
Esta vez como dice el refrán
No hay mal que dure cien años, amorcito
Me cansé de tu jueguito
Y desde ahora yo prefiero estar solito
Yo te prometo
Que no me vuelvo a enamorar de las mentiras
Y que mis penas las convierto en alegrías
Me falta poco para olvidarme de ti
Por eso brinden
Hagan de cuenta que no ha pasado nada
Traigan cerveza que esta vida es pa' gozarla
Y por amores no se debe de sufrir
Si esta pensando
Que nunca voy a ser feliz en este mundo
Pues lo lamento y con el dolor más profundo
Por hay tengo otra que ahora me hace más feliz
Por eso brinden
Hagan de cuenta que no ha pasado nada
Traigan cerveza que esta vida es pa' gozarla
Y por amores no se debe de sufrir
Si esta pensando
Que nunca voy a ser feliz en este mundo
Pues lo lamento y con el dolor más profundo
Por hay tengo otra que ahora me hace más feliz
¡Que ahora me hace más feliz!"
137,"W Sound, Myke Towers, Ovy On The Drums",5 Estrellas - W Sound 23,Colombia,7hYlC6s0SXSIwtFlW6NgjT,"E-E-E-E-E-E-Encima tuyo no sé cómo acabé
O-O-Ovy On The Drums
Young Kingz, baby

Pensaba que no la volvería a ver
Pero aquí de frente la tengo otra vez
Encima tuyo no sé cómo acabé
Siempre que usted quiera, déjeme saber
En el cinco estrellas yo la enamoré
El universo la puse a ver
Si me insiste', la raya cruzaré
Si me enchulo de paso, excúsame
Pensaba que no la volvería a ver
Pero aquí de frente la tengo otra vеz
Encima tuyo no sé cómo acabé
Siempre que ustеd quiera, déjeme saber
En el cinco estrellas yo la enamoré
El universo la puse a ver
Si me insiste', la raya cruzaré
Si me enchulo de paso, excúsame

Es que cualquiera se enamora
Ella al gimnasio le llega a primera hora
Se viste Alo, pero ni les dice ""hola""
Yo quiero devorarte sin mucha demora, sí
Sin mucha demora, ella no se ajora
Si hoy nos fue bien, mañana mejora
Te pienso oyendo a Ricardo Arjona
¿Dónde estará metía' mi nalgona?
A vece' me desespero porque
Me pongo a pensar que ella está con quién
Empezó a bailar y no la solté
Yo la vo'a rankear, está en el top 10
No se puso el sostén
Mami, tú burlas cualquier retén
Que está soltera ellos no le creen
¿WestCOL, dónde están las mujere'?
Yo le llego a donde estén

Yo pensaba que no la volvería a ver
Pero aquí de frente la tengo otra vez
Encima tuyo no sé cómo acabé
Siempre que usted quiera, déjeme saber
En el cinco estrellas yo la enamoré
El universo la puse a ver
Si me insiste', la raya cruzaré
Si me enchulo de paso, excúsame

Mami chula, no te pierda'
No olvido cuando me acostaba en tu entrepierna
Cualquiera cae con esa carita tierna
Del centro comercial le compré to'a las tienda', eh
Porque tú eres la favorita mía
Yo de noche y de día
A cualquier hora la pienso
No supe que vendría

Myke Towers, baby, eh-eh
O-Ovy On The Drums
W Sound, wow
Ja


Young Kingz, baby, -y
Parece una W el logo de la Maserati

E-E-Esta es la W Sound
Aquí vo'a a tirar un par de flows que no había usa'o
Se dice que estoy alza'o
Porque me sale muy fácil y ello' se ven forzao'
Se quedaron estancao', yo les pasé zafa'o
Contando money me amanezco
Tírale a Ovy y WestCOL
Vámonos pa' Guatapé con los bote' y los jetsko
Hay como 5.000 cancione' por si un día envejezco
Esta vida de lujo a vece' siento que ni la merezco
En la suite presidencial, en los hotele' cinco estrella'
Los chef de Michelin, en la costilla un par de estrella'
Mis diabla' después de que los seducen, los estrellan
Mis loco' los andan buscando, pero no se entregan"
138,"Romeo Santos, Prince Royce",Dardos,Colombia,5SudOD9R1Of6CsJVWZy6CQ,"Por poquito te olvido de verdad, ya había dejado la bebida
La señal que continúa mi mala racha, tus llamadas perdidas
Quisiera creer que yo te puedo ignorar, que no importas tanto
Mi dignidad es un tablero en la pared, donde tú tiras dardos

Para ser más sincero y certero
Mi signo de Cáncer es muy vulnerable para un Leo
Puede que sea por Venus que no puedo
Apagar las llamas, y así me quemo en tu fuego

Ámame, solo un CC por lo menos
Quiéremе, nada má' un chinchín, te lo ruego
Cuidado, no abuses dеmasiado (Demasiado)
Comprobado, tú eres un caramelo envenenado
Ámame, solo un CC por lo menos
Quiéreme, nada má' un chinchín, te lo ruego
Me han voceado: ""Bachatero aficiado"" (Aficiado)
Embriagado, dicen las malas lenguas, idiotizado

Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya

Para ser más sincero y certero
Mi signo de Cáncer es muy vulnerable para un Leo
Puede que sea por Venus que no puedo
Apagar las llamas, y así me quemo en tu fuego

Ámame, solo un CC por lo menos
Quiéreme, nada má' un chinchín, te lo ruego
Cuidado, no abuses demasiado (Demasiado)
Comprobado, tú eres un caramelo envenenado
Ámame, solo un CC por lo menos
Quiéreme, nada má' un chinchín, te lo ruego
Me han voceado: ""Bachatero aficiado"" (Aficiado)
Embriagado, dicen las malas lenguas, idiotizado

Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya (Yaqui-ye, yaqui-ye, yaqui-ya)
Ah ya, yaqui-yaqui-yaqui-ye, yaqui-yaqui-ya

Royce
The biggest
Ah-ah, I'm not okay

Ya no quiero ser esa burla
No me gusta que seas tan cruel
Ay, ay, auxilio, ay, Dios mío
Ay, ay, ay, grito, me haces sufrir (Uh)
Si tiras un dardo más, no voy a aguantar
Me tiras un dardo más, me vas a matar
Ay, ay, dolores, mal de amores
Ay, ay, voy a llorar, mi amor (Uh)
Si tiras un dardo más, voy a desangrar
Si tiras un dardo más, me vas a matar
Ouch
You're killing me, ma
Me han voceado: ""Bachatero aficiado""
Embriagado, dicen las malas lenguas, idiotizado"
139,Grupo Niche,Sin Sentimientos,Colombia,7xDwU3I38ReireLvv79h63,"Sabias que te quería
Que sin tí todo lo perdería
No lloro solo por llorar
Diera la vida entera por reír
Qué fácil es decir que sí
Qué fácil te resultó decir que no
Sueño y me parece que estás
Despierto y tú no me dejas en paz

¿Por qué vuelves a meterte en mi pensamiento?
A acabar con la poca fe que me queda para vivir
Es que tú no sabes para qué sirven los sentimientos de otra persona
Tú no sabes de eso
Pa' qué sirve eso
Tú no sabes querer

Siempre diciendo que sí
Con tu forma de ser diciendome que no
Sé que hay una cara para mí
Sé que hay otra para los demás

¿Por qué vuelves a meterte en mi pensamiento?
A acabar con la poca fe que me queda para vivir
Es que tú no sabes para qué sirven los sentimientos de otra persona
Tú no sabes de eso
Pa' qué sirve eso
Tú no sabes querer

Cuando el tiempo con su manto blanco nos pinte el cabello y se acabe lo bello
Y los años que no admiten engaños nos dejen sin piel

Estoy pensando en amarte una vez más
Pero mi corazón dice que no, dice que no, oh-oh-oh
Estoy pensando

No, no
Y no mereces que lo piense siquiera de nuevo (Estoy pensando)
Y con tu lloriqueo no-no-no
Qué va, no me conmuevo, no-no (Estoy pensando)
Fallaste, fuíste tú la que fallaste (Estoy pensando)
Que mi corazón dijo que no
Y yo te repito que no, y no-no-no

Estoy pensando en amarte una vez más
Pero mi corazón dice que no, dice que no, oh-oh-oh
Sigo pensando


(Estoy pensando)
Ah-ah, tú me enseñaste el truquito, mamita
(Estoy pensando)
Mira el resultado, mira el resultado
Míralo, míralo, míralo, míralo, wow

Estoy pensando en amarte una vez más
Pero mi corazón dice que no, dice que no, oh-oh-oh
Y sigo"
140,"Yeison Jimenez, Pasabordo",Hasta La Madre,Colombia,1nDvFYTsaQwxt5CTk7LJ5E,"Esa foto que subiste ayer
A mí me tiene mal
Que rabia me da que estés con él
Ya no me vuelvo a enamorar

Por eso estoy soltero, hago lo que quiero
Dicen que soy un bohemio pero solo es mejor
Sigo siendo un parrandero de caballo y sombrero
Y todo lo que gano me lo gasto en alcohol

Y que levante la mano el que quiere beber
Que levante la copa el que en el amor no cree
Esta noche voy a darle hasta que me den las seis
Que destapen más botellas y este coro otra vez
Y que levante la mano el que quiere beber
Que levante la copa el que en el amor no cree
Esta noche voy a darle hasta que me den las seis
Que destapen más botellas y este coro otra vez (Ja-a-a-ah)

¡Yeison Jiménez!
Vamos a darle hasta la madre, parcero
Con el corazón
Ay, Pasabordo
¡Sírvalo, sírvalo!

Estoy como prendido, ya me siento borracho
Ya se me está olvidando que me puso los cachos
Y que traigan más botellas, quiero olvidarme de ella
Ni que fuera la más buena pa' ponerme a perder

Y por eso estoy soltero, hago lo que quiero
Dicen que soy un bohemio pero solo es mejor
Sigo siendo un parrandero de caballo y sombrero
Y todo lo que gano me lo gasto en alcohol

Y que levante la mano el que quiere beber
Que levante la copa el que en el amor no cree
Esta noche voy a darle hasta que me den las seis
Que destapen más botellas y este coro otra vez
Y que levante la mano el que quiere beber
Que levante la copa el que en el amor no cree
Esta noche voy a darle hasta que me den las seis
Que destapen más botellas y este coro otra vez

Ah, qué lástima que se acabó"
141,Clarent,BIENVENIDA,Colombia,7zwgHkTKv86nMOREN5k1hx,"27Llebo
Gra-gra, boom
Ey

Una vista al Atlántico, ese e' el Vanderbilt
Yo te lo dije, no te va' olvidar de mí (Yeah)
Sube una foto conmigo en el story (Yeah)
Tú coronaste conmigo, eso e' victory (Grr-grr, paw)
El trato que le doy nadie se lo va a dar
Pase lo que pase, siempre me va' a amar
Te sorprendiste, me viste en la SUV
Balenciaga con la t-shirt Gallery

Ey, bebé, bienvenida a mi mundo (Bienvenida)
Vuelve mañana y te lo hundo
Yo te lo puedo encajar profundo (Yeah-yeah)

No juegue' conmigo, juega a la lottery
Tráete a una amiga, móntate en el foreign (Yeah-yeah)
Pa' que sienta' lo que es tener el poder
Si salgo con el Draco, los vo'a correr
Salí de noche, la teta en la Zuma
Yo soy tuyo por hoy, no me presuma' (Yeah, yeah)
Sube pa' la suite si abajo te me ajuma'
Fuma conmigo, despué' te perfuma', ey (Yeah, yeah)
Yo no tengo un pana para tu amiga
Vengan las do', que Clarent las cuida
Yo le di ficha' para que sigan jugando a la ruleta
Le gustó el swag, chaleco y R como SWAT
Bebé, chinguemo' otra ve' (Yeah), ¿pa' dónde carajo' tú va'? Ey
Tú me viste llegar con treinta hijueputa'
Sal para afuera, aquí no me discuta' (Ah)
En el carro hay un Draco y no se ha usa'o
Si faltan el respeto, se debuta

Una vista al Atlántico, ese e' el Vanderbilt
Yo te lo dije, no te va' olvidar de mí (Yeah)
Sube una foto conmigo en el story
Tú coronaste conmigo, eso e' victory (Los Ballers de la City)
El trato que le doy nadie se lo va a dar
Pase lo que pase, siempre me va' a amar
Te sorprendiste, me viste en la SUV
Balenciaga con la t-shirt Gallery

Ey, bebé, bienvenida a mi mundo (Yeah)
Vuelve mañana y te lo hundo (Yeah)
Yo te lo puedo encajar profundo, yeah (Grr-grr, paw)

Bienvenida al mundo 'e los killa
Gánster, no sabandija', ven pa' abajo 'e las cobija'
Rompedor élite, yo les quito el ticke'
Y yo tengo ese big bag que hace que tú te me—, yeah (Gra-gra, boom)
Ando con el black y te damo' peace
Chíngame, pero no me des los kiss
Vuelve mañana y le hacemo' el mix
Wockhardt con Sprite, si no, es con el Tris
Yo tengo un pana adentro de la fed, él no choteó"
142,Yeison Jimenez,Tu Mal Sabor,Colombia,1LNLFgc99bgCWPAaJ9zUQi,"Vamos a cantar esta canción para todos ustedes
Es de mis favoritas
La escribí y nótese que es muy diferente a todo lo que siempre hago
¿Cómo dice, muchachos?
Esto se llama ""Tu Mal Sabor""
¡Yeison Jiménez!

Cuánto me duele que mi cuerpo aún recuerde tu mal sabor
Que no se olvide de tus besos con veneno, de tu color
Cuánto me duele que mi alma aún te llame sintiendo amor
Y que en las noches me haga falta tu sonrisa y tu calor

Voy a olvidar tu mal sabor
Voy a quemar todo este amor, ¿qué?
Y ese mal sabor que dejaste en mí
Se va con licor, se va junto a ti
Sabor de tus besos, sabor de tus labios, tu sabor a mí
Y ese mal sabor, sabor de tu piel
Sabor de tus labios, tu sabor a miel
Pero sé que nunca podrás arrancarte tu sabor a mí

¿Qué?
Con el corazón
Salud, salud, salud

En los amores desechables que encontraste, no hallaste nada verdad
Tan solo un poco de cariño pasajero y luego soledad
El mal sabor que tú a mi vida le dejaste, yo sé que un día se va
Pero aunque quieras olvidarme por completo, nunca lo vas a lograr

Voy a olvidar tu mal sabor
Y voy a quemar todo este amor, ¿cómo dice?
Y ese mal sabor que dejaste en mí
Se va con licor, se va junto a ti
Sabor de tus besos, sabor de tus labios, tu sabor a mí
Y ese mal sabor, sabor de tu piel
Sabor de tus labios, tu sabor a miel
Pero sé que nunca podrás arrancarte tu sabor a mí

Y por más que intentes, no vas a olvidarte, tu sabor a mí"
