rank,artist,title,region,spotify_uri,dominant_emotion,dominant_score,low_confidence,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
134,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Colombia,3QwBODjSEzelZyVjxPOHdq,sensual,0.9701,False,0.6434,0.9501,0.2427,0.0959,0.0343,0.073,0.4794,0.3505,0.9701,0.054
135,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Colombia,34vXRJ2bCSFiZKQzVUYVOb,love,0.9392,False,0.9392,0.6679,0.2649,0.5417,0.2133,0.0085,0.0534,0.2811,0.6871,0.0533
136,Yeison Jimenez,Te Voy a Olvidar,Colombia,6jbDhMUR3Hc3yVPT2tEVxY,lonely,0.913,False,0.5769,0.5521,0.8673,0.8458,0.7392,0.0485,0.2075,0.913,0.3759,0.2147
137,"W Sound, Myke Towers, Ovy On The Drums",5 Estrellas - W Sound 23,Colombia,7hYlC6s0SXSIwtFlW6NgjT,longing,0.9021,False,0.5036,0.9021,0.0683,0.5151,0.1298,0.353,0.3063,0.1703,0.5493,0.4107
138,"Romeo Santos, Prince Royce",Dardos,Colombia,5SudOD9R1Of6CsJVWZy6CQ,longing,0.9858,False,0.943,0.9858,0.0029,0.976,0.9435,0.8874,0.0124,0.8027,0.5856,0.8079
139,Grupo Niche,Sin Sentimientos,Colombia,7xDwU3I38ReireLvv79h63,heartbreak,0.9521,False,0.4376,0.5204,0.0042,0.9521,0.8178,0.5716,0.0092,0.4465,0.1285,0.7135
140,"Yeison Jimenez, Pasabordo",Hasta La Madre,Colombia,1nDvFYTsaQwxt5CTk7LJ5E,lonely,0.9837,False,0.0311,0.9412,0.0145,0.9679,0.8395,0.8845,0.001,0.9837,0.9527,0.9753
141,Clarent,BIENVENIDA,Colombia,7zwgHkTKv86nMOREN5k1hx,anger,0.8687,False,0.399,0.3771,0.0681,0.3819,0.217,0.3797,0.1673,0.4312,0.458,0.8687
142,Yeison Jimenez,Tu Mal Sabor,Colombia,1LNLFgc99bgCWPAaJ9zUQi,longing,0.9797,False,0.5488,0.9797,0.0428,0.9074,0.9362,0.45,0.2414,0.9773,0.8899,0.6836
143,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Colombia,2beS6dD5rovBxSA1zYoSHR,sensual,0.7709,False,0.3468,0.573,0.0693,0.0249,0.0178,0.0435,0.0435,0.4137,0.7709,0.2944
144,Beéle,frente al mar,Colombia,1i1n7hUzCDkXGFqIJSSzom,longing,0.9908,False,0.985,0.9908,0.0517,0.2512,0.0399,0.0086,0.919,0.9234,0.9605,0.0103
145,"Maluma, Yeison Jimenez",Con el Corazón,Colombia,1xTWu5aArww0QtXqX2ScBI,love,0.9902,False,0.9902,0.8203,0.0102,0.8796,0.7914,0.7625,0.0333,0.7491,0.6009,0.9645
146,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,Colombia,7hynhxDoDpgMIV12JuVtNa,lonely,0.7975,False,0.2322,0.4476,0.0005,0.7251,0.5613,0.3499,0.0037,0.7975,0.0823,0.4625
147,"El Americano 4KT, THE FAVORITES",MAMAXITA,Colombia,3UJN0IUZIeXnrmo48e6XXx,sensual,0.6859,False,0.6185,0.673,0.3623,0.0176,0.0243,0.01,0.4954,0.039,0.6859,0.3298
148,Aventura,Dile al Amor,Colombia,2Bhmj4XK33InfhqKPxcJ1v,heartbreak,0.9894,False,0.0248,0.2796,0.0008,0.9894,0.8951,0.9349,0.0035,0.9859,0.119,0.8401
149,"Peso Pluma, Estevan Plazola",HOLLYWOOD,Colombia,5GTBdEjZe7zEDp1N0eCZE4,longing,0.9728,False,0.0783,0.9728,0.0693,0.0581,0.0725,0.0532,0.4878,0.3642,0.7305,0.4739
150,Rayo & Toby,Movimiento de Caderas,Colombia,5u4XWSNpF4wE6W6i78Uf1B,sensual,0.9989,False,0.0521,0.1356,0.0075,0.0008,0.0037,0.0043,0.021,0.0166,0.9989,0.0558
151,Fuerza Regida,ANSIEDAD,Colombia,1a7onn7lPqqRWul5ogyMyX,heartbreak,0.93,False,0.3851,0.9121,0.0044,0.93,0.7644,0.7898,0.0017,0.6823,0.4826,0.7483
152,Aventura,El Perdedor,Colombia,27ze5t5tIDPlVits0KRbxT,heartbreak,0.952,False,0.1207,0.3635,0.0007,0.952,0.9286,0.8202,0.0012,0.8218,0.2361,0.9003
153,Tego Calderón,Pa' Que Retozen,Colombia,5YJ4BVvTFmVCxUyhKejHfR,sensual,0.7364,False,0.0391,0.4048,0.5548,0.0071,0.0132,0.0232,0.0141,0.0137,0.7364,0.6866
154,"Georgy Parra Salvaje, Yeison Jimenez",GPS #5 - Dime Que Sí,Colombia,7BNTVOitDoUC5HVN8HleQy,longing,0.987,False,0.8662,0.987,0.0132,0.1679,0.0287,0.1543,0.1876,0.4455,0.9123,0.2722
155,BTS,Dynamite,Colombia,5QDLhrAOJJdNAmCTJ8xMyW,joy,0.953,False,0.2267,0.4875,0.953,0.0026,0.003,0.0015,0.6734,0.0147,0.9455,0.0116
156,"J Balvin, Bad Bunny",QUE PRETENDES,Colombia,25ZAibhr3bdlMCLmubZDVt,sensual,0.8609,False,0.3146,0.8494,0.0782,0.5242,0.3876,0.459,0.1931,0.484,0.8609,0.559
157,Mon Laferte,Tu Falta De Querer,Colombia,4skuEIloXWuxxgekKupkEH,longing,0.9963,False,0.9843,0.9963,0.0003,0.9944,0.9925,0.9759,0.0035,0.9883,0.1208,0.9332
158,Bad Bunny,Tití Me Preguntó,Colombia,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.9884,False,0.4665,0.9513,0.0207,0.9884,0.8636,0.9338,0.1106,0.9756,0.5291,0.8199
159,ROA,FANTASÍA,Colombia,5hWpXZOs7vpz0JD3CIylsb,longing,0.9564,False,0.7331,0.9564,0.0973,0.0497,0.0156,0.0169,0.4141,0.76,0.9356,0.2632
160,"Blessd, CARABIN3, SVNTI",MUSA REMIX,Colombia,5ReIuecGjsHabpYSNlKnuR,love,0.98,False,0.98,0.9747,0.13,0.055,0.0667,0.0856,0.5128,0.5936,0.9702,0.6698
161,Don Omar,Dile,Colombia,69Ej1xrGjOcHvIMtMKxK0G,sensual,0.9657,False,0.5675,0.9505,0.0032,0.8971,0.7408,0.1928,0.3055,0.6554,0.9657,0.8891
162,"Ryan Castro, Blaiz Fayah, Tribal Kush",BOMBASTIK<3,Colombia,2Kx9AfJPaJib9DwAdDYdB9,longing,0.4684,False,0.0203,0.4684,0.0152,0.0098,0.023,0.0365,0.021,0.4366,0.379,0.3494
163,Luister La Voz,Las Cartas,Colombia,73BrH4q0vUdhT34uK9j98O,lonely,0.9805,False,0.1632,0.4004,0.0086,0.9779,0.9029,0.8554,0.0101,0.9805,0.2519,0.9271
164,"Ryan Castro, Blessd",LEJANIA,Colombia,4py8x8qXCOTi0Rrm4NbCTK,sensual,0.8388,False,0.7708,0.7693,0.1931,0.5243,0.4565,0.4282,0.3782,0.6046,0.8388,0.1797
165,Ele A El Dominio,Hace Mucho Tiempo,Colombia,3eIvjtwoYC16ElxYE6ph7J,longing,0.992,False,0.9742,0.992,0.098,0.4393,0.3857,0.6683,0.1878,0.9629,0.9887,0.0474
166,"Trap Capos, Noriel, Bad Bunny, Arcángel",De las 2 (feat. Bad Bunny & Arcángel),Colombia,4DS7HoqrKq1dDjeYOKBlu9,longing,0.9501,False,0.615,0.9501,0.0759,0.0407,0.0217,0.0217,0.1952,0.1018,0.6871,0.2402
167,"Bad Bunny, Feid",PERRO NEGRO,Colombia,7iQXYTyuG13aoeHxGG28Nh,sensual,0.9871,False,0.3379,0.3878,0.141,0.0035,0.0038,0.0013,0.0513,0.1841,0.9871,0.2576
168,Grupo Niche,Algo Que Se Quede,Colombia,1JXcB149QtbcIpDUA6YZOB,longing,0.976,False,0.9713,0.976,0.175,0.0013,0.0024,0.0005,0.7481,0.0435,0.9312,0.0005
169,"Alleh, Yorghaki",capaz (merengueton),Colombia,2dd3G3ZqEcG2cNS1tp3oEk,longing,0.9703,False,0.9247,0.9703,0.0065,0.5944,0.194,0.6438,0.0653,0.4198,0.9421,0.2436
170,"Alexis y Fido, Arcángel, De La Ghetto",Camuflaje (Remix),Colombia,1dAQ93kw8Sy9n4JCz2G9Nf,sensual,0.6486,False,0.333,0.6327,0.0217,0.0593,0.1117,0.1482,0.282,0.4842,0.6486,0.5618
171,Los Hijos De Puerto Rico,Separados,Colombia,2HbmLkHkkI15eES8kpWRuI,lonely,0.9821,False,0.578,0.3438,0.0004,0.9674,0.9208,0.922,0.0007,0.9821,0.0331,0.3854
172,Adolescent's Orquesta,Virgen,Colombia,5HCGrYR7g9u2X9Ju83yQLm,sensual,0.8583,False,0.8122,0.7665,0.1297,0.1219,0.0247,0.0027,0.3777,0.0359,0.8583,0.0082
173,"El Americano 4KT, Tony Monta",WELCOME,Colombia,2lGGv17kLfOrdVzNFzuQWM,anger,0.6859,False,0.0228,0.4268,0.0111,0.406,0.0262,0.0537,0.2483,0.4279,0.6841,0.6859
175,"Luis Silva, Yeison Jimenez",Como No Voy a Decirlo,Colombia,0ToktqlTchGYvCRHUCWnG5,love,0.9955,False,0.9955,0.9657,0.7575,0.0006,0.0006,0.0001,0.5023,0.0013,0.9884,0.0003
176,"Blessd, Hades66, Blackinny, Young Fatty",MAS QUE AMIGOS,Colombia,0sOrHE0vkEhrmWZnhqjP36,longing,0.9434,False,0.459,0.9434,0.1084,0.2948,0.0904,0.0401,0.395,0.4143,0.8703,0.6063
177,"Oscar Maydon, Fuerza Regida",Tu Boda,Colombia,5mp6OBKCAjN4UYRvhOuUze,heartbreak,0.9845,False,0.4617,0.6199,0.0008,0.9845,0.967,0.851,0.0036,0.8951,0.1135,0.3458
178,Omar Courtz,⁠LUCES DE COLORES,Colombia,5dDlknAL9imbXXl7uG7oqe,sensual,0.9936,False,0.753,0.9856,0.6631,0.0278,0.0348,0.0326,0.3992,0.7716,0.9936,0.1236
179,"La Factoria, Eddy Lover",Perdóname,Colombia,6yLqoieklk9gwabLaUDJ4s,longing,0.979,False,0.8797,0.979,0.0173,0.7967,0.6542,0.0524,0.3307,0.5284,0.9191,0.0423
180,"Piso 21, Marc Anthony, Beéle",Volver,Colombia,61C7zXd4t2Zuhz6DRwgsLM,heartbreak,0.9953,False,0.4822,0.994,0.0052,0.9953,0.988,0.9217,0.1745,0.9904,0.4407,0.5897
181,Farruko,Cositas Que Haciamos,Colombia,5BrVJGkFTBPAMRl5hIE9A7,sensual,0.6979,False,0.6071,0.6723,0.0967,0.3891,0.3937,0.1874,0.521,0.4979,0.6979,0.0849
183,Willie Colón,Talento De Televisión,Colombia,3fRIuTih8bzc0vtY9fHhvF,sensual,0.9617,False,0.2017,0.6506,0.2712,0.0184,0.024,0.0249,0.1024,0.0672,0.9617,0.0861
184,"Don Omar, Plan B",Hooka,Colombia,0BenZn1xELuxhb7Pjwyjxv,sensual,0.9934,False,0.3828,0.9495,0.1611,0.0039,0.0053,0.003,0.0685,0.506,0.9934,0.0909
185,Blessd,Instagram,Colombia,0EFxJw34fK8DWlTxx9qYeW,sensual,0.963,False,0.4739,0.6732,0.1501,0.0773,0.0397,0.0357,0.2649,0.3639,0.963,0.2085
186,Juliana,El AchanTAdo,Colombia,3fr52NaaVxb2UxPNxDtaQx,heartbreak,0.9627,False,0.2025,0.2788,0.0004,0.9627,0.9346,0.6428,0.0039,0.9417,0.0494,0.431
187,"J Alvarez, Ñejo & Dalmata","Sexo, Sudor y Calor",Colombia,4eDjNcAyIuJFhQ31Fvvoc1,longing,0.9853,False,0.8951,0.9853,0.0691,0.5665,0.3519,0.3505,0.2063,0.5906,0.8965,0.1752
188,Maluma,El Perdedor,Colombia,1iEwyiSLAunPR6uouANE0O,longing,0.9667,False,0.929,0.9667,0.0063,0.8714,0.5993,0.5706,0.0333,0.775,0.7708,0.3628
189,"Victor Valverde, JR Torres",El Mayor De Los Ranas,Colombia,6v5qt5KPQHJt5ckWuhDGtM,anger,0.897,False,0.0092,0.187,0.1922,0.1541,0.3057,0.5998,0.0155,0.6085,0.5358,0.897
190,Luis Enrique,Yo No Sé Mañana,Colombia,5jJTqI5yteOyLWoDTjiHCO,lonely,0.8147,False,0.1181,0.6542,0.003,0.3497,0.3049,0.6289,0.0108,0.8147,0.4728,0.0762
191,Hades66,YO QUIERO,Colombia,47sQ0h1xhlDWJ3nHbwYPrg,sensual,0.9552,False,0.0088,0.9172,0.0276,0.0402,0.104,0.4855,0.1288,0.8666,0.9552,0.952
192,Fuerza Regida,TU SANCHO,Colombia,6eLQXa6uk2EW8drsiKbABZ,sensual,0.9729,False,0.9293,0.9377,0.152,0.0719,0.0458,0.0186,0.154,0.707,0.9729,0.4985
193,"GeezyDee, Kris R.",Parche Tranqui,Colombia,2ROj8GoI45RQouYomaLDTm,anger,0.8705,False,0.4985,0.6858,0.012,0.3846,0.1956,0.3509,0.0213,0.3296,0.8235,0.8705
194,Jose Luis Carrascal,Como Duele El Frio,Colombia,2QcUxndr7skMMHLElnl4Bo,heartbreak,0.9036,False,0.2932,0.7161,0.0008,0.9036,0.7286,0.3967,0.37,0.8423,0.3783,0.4118
195,Fresto Music,Me Hace Daño Verte,Colombia,4dyzxv5SsdBtunuU3qj7Ti,lonely,0.9986,False,0.4523,0.9978,0.007,0.9969,0.9955,0.9897,0.0141,0.9986,0.7438,0.5668
196,David Pabon,Aquel Viejo Motel,Colombia,286NP8kXWzx2uHb5tr7TGv,longing,0.9889,False,0.9666,0.9889,0.1072,0.6944,0.6958,0.0429,0.0625,0.6574,0.9423,0.0075
197,Frankie Ruiz,Desnúdate Mujer,Colombia,65nL3OLuHHfEYxKkHMQ1fL,sensual,0.9696,False,0.6108,0.8407,0.0318,0.8428,0.2782,0.1761,0.0472,0.4691,0.9696,0.2845
198,"Grupo Firme, Gerardo Coronel",Qué Onda Perdida,Colombia,6IV5Y1eWaQZ1jV5apkUMS4,longing,0.9611,False,0.3509,0.9611,0.0002,0.9598,0.8564,0.5993,0.5419,0.9413,0.0656,0.8837
199,Romeo Santos,Eres Mía,Colombia,6I86RF3odBlcuZA9Vfjzeq,love,0.9826,False,0.9826,0.8948,0.132,0.6173,0.1397,0.1465,0.4722,0.7238,0.852,0.2672
200,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Colombia,3k3NWokhRRkEPhCzPmV8TW,sensual,0.9457,False,0.7069,0.9259,0.1484,0.513,0.4891,0.4836,0.0839,0.2573,0.9457,0.4446
1,Bad Bunny,DtMF,Global,3sK8wGT43QFpWrvNQsrQya,longing,0.9433,False,0.8873,0.9433,0.6486,0.448,0.2989,0.0133,0.2593,0.4422,0.7581,0.3516
2,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Global,1DwscornXpj8fmOmYVlqZt,longing,0.9689,False,0.4887,0.9689,0.0235,0.7436,0.4844,0.5873,0.595,0.9452,0.8013,0.6159
3,Bruno Mars,Risk It All,Global,5y2ijHECwFYWqcAHKTZgzD,longing,0.9825,False,0.9784,0.9825,0.0863,0.0422,0.0149,0.0011,0.6027,0.0443,0.6641,0.0049
4,Djo,End of Beginning,Global,3qhlB30KknSejmIvZZLjOD,heartbreak,0.9534,False,0.0003,0.0948,0.0001,0.9534,0.9112,0.0862,0.0001,0.3736,0.0035,0.0002
5,Olivia Dean,Man I Need,Global,1qbmS6ep2hbBRaEZFpn7BX,longing,0.9816,False,0.5754,0.9816,0.07,0.0869,0.0571,0.0285,0.6517,0.9508,0.7998,0.1067
6,Taylor Swift,The Fate of Ophelia,Global,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.9609,False,0.703,0.9017,0.2118,0.9609,0.8911,0.5636,0.6806,0.9553,0.7835,0.4429
7,Olivia Dean,So Easy (To Fall In Love),Global,6sGIMrtIzQjdzNndVxe397,love,0.9898,False,0.9898,0.9051,0.338,0.0055,0.0048,0.0008,0.6412,0.0288,0.9288,0.001
8,Bad Bunny,BAILE INoLVIDABLE,Global,2lTm559tuIvatlT1u0JYG2,longing,0.9929,False,0.987,0.9929,0.1117,0.9805,0.9037,0.4006,0.1831,0.9787,0.9367,0.0458
9,Bruno Mars,I Just Might,Global,6f68Ac5tt5BQOpwr0BV9oN,sensual,0.9125,False,0.3682,0.77,0.0384,0.6287,0.1113,0.0964,0.335,0.0937,0.9125,0.1154
10,Bad Bunny,NUEVAYoL,Global,5TFD2bmFKGhoCRbX61nXY5,sensual,0.9687,False,0.29,0.9328,0.8153,0.0079,0.0153,0.0122,0.5691,0.2205,0.9687,0.2192
11,sombr,back to friends,Global,7qjZnBKE73H4Oxkopwulqe,longing,0.9915,False,0.79,0.9915,0.004,0.9494,0.8967,0.6063,0.0347,0.619,0.9897,0.0739
12,Dominic Fike,Babydoll,Global,7yNf9YjeO5JXUE3JEBgnYc,lonely,0.9929,False,0.3163,0.9926,0.0337,0.9586,0.942,0.9374,0.3374,0.9929,0.8154,0.7623
13,RAYE,WHERE IS MY HUSBAND!,Global,55lijDD6OAjLFFUHU9tcDm,lonely,0.9819,False,0.5872,0.9785,0.1556,0.5963,0.4948,0.4988,0.6148,0.9819,0.9212,0.4029
14,"Dave, Tems",Raindance (feat. Tems),Global,3oTuTpF1F3A7rEC6RKsMRz,love,0.9781,False,0.9781,0.9665,0.6473,0.2576,0.1741,0.0111,0.6433,0.5104,0.9283,0.0263
15,Bad Bunny,Tití Me Preguntó,Global,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.9884,False,0.4665,0.9513,0.0207,0.9884,0.8636,0.9338,0.1106,0.9756,0.5291,0.8199
16,Zara Larsson,Lush Life,Global,1rIKgCH4H52lrvDcz50hS8,heartbreak,0.9011,False,0.886,0.4845,0.6816,0.9011,0.2097,0.0443,0.1205,0.6712,0.8963,0.0948
17,Alex Warren,Ordinary,Global,2RkZ5LkEzeHGRsmDqKwmaJ,love,0.9886,False,0.9886,0.961,0.8986,0.1995,0.2608,0.5239,0.5067,0.0844,0.9389,0.0391
18,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Global,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.9883,False,0.2997,0.9653,0.4684,0.3909,0.1807,0.2134,0.9153,0.9883,0.7861,0.1011
19,Bad Bunny,EoO,Global,6J5kc12BW5HuP3d7C3vvx8,longing,0.9329,False,0.3664,0.9329,0.3862,0.0171,0.0297,0.0165,0.2282,0.0354,0.6534,0.1988
20,"Lady Gaga, Bruno Mars",Die With A Smile,Global,7so0lgd0zP2Sbgs2d7a1SZ,longing,0.9904,False,0.9841,0.9904,0.066,0.8646,0.7249,0.1239,0.0252,0.377,0.7301,0.0101
21,Alex Warren,FEVER DREAM,Global,7ogpGbKc4Io6NCU6ydxXwZ,lonely,0.9968,False,0.903,0.9863,0.0027,0.9756,0.9037,0.9041,0.778,0.9968,0.7745,0.3369
22,SIENNA SPIRO,Die On This Hill,Global,2gYTC8DsplN3RNdpdBcCOQ,longing,0.9548,False,0.9237,0.9548,0.0408,0.695,0.6917,0.4437,0.1238,0.9392,0.3844,0.4656
23,BLACKPINK,GO,Global,3FZPp9lBUvhsxFxKJi3VkB,heartbreak,0.9808,False,0.9629,0.9229,0.0221,0.9808,0.8478,0.6763,0.407,0.7968,0.8399,0.2018
24,The Goo Goo Dolls,Iris,Global,6Qyc6fS4DsZjB2mRW9DsQs,longing,0.9932,False,0.9126,0.9932,0.0027,0.7385,0.6136,0.0119,0.0062,0.2681,0.4796,0.0029
25,sombr,Homewrecker,Global,7tICCrK3CcyRFKza7yrR0z,longing,0.9714,False,0.7886,0.9714,0.0014,0.9583,0.9291,0.6659,0.1037,0.7888,0.9223,0.1476
26,Billie Eilish,BIRDS OF A FEATHER,Global,6dOtVTDdiauQNBQEDOtlAB,love,0.985,False,0.985,0.961,0.0506,0.6862,0.769,0.1221,0.0691,0.6864,0.6364,0.0583
27,The Police,Every Breath You Take,Global,1JSTJqkT5qHq8MDJnJbRE1,longing,0.9941,False,0.9614,0.9941,0.0091,0.9913,0.9886,0.9498,0.0383,0.989,0.4905,0.1935
28,Ravyn Lenae,Love Me Not,Global,4WFgvKVfEhb3IUAFGrutTR,longing,0.9912,False,0.9559,0.9912,0.0064,0.9798,0.966,0.9483,0.3513,0.9654,0.7392,0.4147
29,She & Him,I Thought I Saw Your Face Today,Global,0myRViRgmQ3J8izICXEAVO,longing,0.9665,False,0.9612,0.9665,0.1471,0.1106,0.2854,0.0003,0.034,0.2079,0.8158,0.0001
30,Sabrina Carpenter,Manchild,Global,2BwO5K8Q7EPAJSGze3AAh9,anger,0.9562,False,0.1594,0.7419,0.014,0.7906,0.5948,0.8796,0.0499,0.7908,0.9041,0.9562
31,Bad Bunny,VOY A LLeVARTE PA PR,Global,59D4DOkspUbWyMmbAPQkxZ,sensual,0.9826,False,0.2207,0.8732,0.1764,0.1042,0.0578,0.0621,0.1576,0.4721,0.9826,0.3582
32,sombr,12 to 12,Global,05od2qm2MTSKCHxy1GBp5W,lonely,0.9805,False,0.9404,0.9573,0.0724,0.9113,0.7397,0.3964,0.0214,0.9805,0.9722,0.2116
33,Gigi Perez,Sailor Song,Global,21IYMdzTrzSe191Cy5eMap,longing,0.9709,False,0.9388,0.9709,0.3193,0.0685,0.0442,0.0073,0.8063,0.0412,0.8865,0.0678
34,Taylor Swift,Opalite,Global,3yWuTOYDztXjZxdE2cIRUa,longing,0.9771,False,0.877,0.9771,0.3817,0.9059,0.6742,0.47,0.3451,0.7843,0.9201,0.0434
35,Bella Kay,iloveitiloveitiloveit,Global,5IMpnpD0tQVcqWlVIgtAtV,love,0.958,False,0.958,0.8499,0.3387,0.0615,0.069,0.0261,0.0095,0.2374,0.8872,0.5688
36,The Neighbourhood,Sweater Weather,Global,0cQVqPuHQP4KEwc7ZUQmj6,longing,0.9835,False,0.9324,0.9835,0.0564,0.046,0.0377,0.1426,0.1413,0.3652,0.9549,0.01
37,Billie Eilish,WILDFLOWER,Global,3QaPy1KgI7nu9FJEQUgn6h,heartbreak,0.9775,False,0.6572,0.9626,0.0326,0.9775,0.9281,0.5032,0.0054,0.8172,0.5075,0.1437
38,Radiohead,Creep,Global,70LcF31zb1H0PyJoS1Sx1r,longing,0.9658,False,0.1446,0.9658,0.0033,0.8923,0.8315,0.3711,0.0139,0.8125,0.6902,0.4697
39,Bruno Mars,That's What I Like,Global,0KKkJNfGyhkQ5aFogxQAPU,sensual,0.988,False,0.9543,0.8761,0.7444,0.0058,0.0052,0.0025,0.6327,0.121,0.988,0.0665
40,"J Balvin, Bad Bunny",LA CANCIÓN,Global,0fea68AdmYNygeTGI4RC18,longing,0.9448,False,0.3529,0.9448,0.0679,0.7682,0.6768,0.4834,0.1872,0.9353,0.6792,0.2469
41,"Disco Lines, Tinashe",No Broke Boys,Global,3cZajhyr8LmtPfHZ9296tj,lonely,0.9898,False,0.0062,0.6316,0.0006,0.9824,0.9445,0.911,0.0041,0.9898,0.209,0.9853
42,"Drake, Wizkid, Kyla",One Dance,Global,1zi7xx7UVEFkmKfv06H8x0,longing,0.9108,False,0.6582,0.9108,0.0168,0.491,0.1713,0.0675,0.5865,0.8007,0.7935,0.0661
43,Benson Boone,Beautiful Things,Global,3xkHsmpQCBMytMJNiDf3Ii,longing,0.9896,False,0.8893,0.9896,0.0183,0.5514,0.5395,0.0467,0.6813,0.4865,0.4431,0.0083
44,Ella Langley,Choosin' Texas,Global,65DbTqJKhbwqYbZ1Okr0rc,lonely,0.9902,False,0.8358,0.9827,0.4241,0.9888,0.9681,0.8327,0.0031,0.9902,0.7136,0.1621
46,Bruno Mars,Cha Cha Cha,Global,6QletrrmpkUpeJkipX9pgf,sensual,0.9941,False,0.5641,0.9461,0.1142,0.0122,0.0142,0.027,0.9397,0.0404,0.9941,0.4308
47,Don Toliver,E85,Global,3B4cjvGlPvyBLNG3AzEgkZ,love,0.997,False,0.997,0.9467,0.9145,0.0469,0.1452,0.008,0.8844,0.0195,0.9719,0.0055
48,Bruno Mars,Locked out of Heaven,Global,5g7sDjBhZ4I3gcFIpkrLuI,longing,0.992,False,0.9784,0.992,0.6164,0.027,0.0526,0.0075,0.9842,0.0205,0.9788,0.0022
49,Jin,Don’t Say You Love Me,Global,27xkOIER6uDLKALIelHylZ,heartbreak,0.9816,False,0.0036,0.7414,0.0002,0.9816,0.9341,0.9381,0.0021,0.8527,0.0424,0.6914
50,Arctic Monkeys,I Wanna Be Yours,Global,5XeFesFbtLpXzIVDNQP22n,longing,0.9736,False,0.8688,0.9736,0.1714,0.4991,0.1488,0.0195,0.29,0.6568,0.9533,0.0356
51,The Killers,Mr. Brightside,Global,003vvx7Niy0yvhvHt4a68B,longing,0.9945,False,0.3133,0.9945,0.0076,0.9225,0.8367,0.7692,0.3159,0.7331,0.4728,0.7652
52,"Sean Paul, Keyshia Cole",(When You Gonna) Give It Up to Me - Radio Version,Global,5nEdwtSv0qqeE0l4o1lR4q,sensual,0.9475,False,0.5653,0.8159,0.4446,0.0017,0.0018,0.0014,0.416,0.0464,0.9475,0.0072
53,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Global,7CyPwkp0oE8Ro9Dd5CUDjW,heartbreak,0.8162,False,0.0086,0.5103,0.0007,0.8162,0.6156,0.6464,0.0009,0.4617,0.1052,0.0947
54,Coldplay,Yellow,Global,3AJwUDP919kvQ9QcozQPxg,love,0.9922,False,0.9922,0.9509,0.693,0.0508,0.073,0.0329,0.2594,0.0992,0.9268,0.0605
55,Bruno Mars,God Was Showing Off,Global,1sVBT215CDmVJvfy1E2OCU,sensual,0.9765,False,0.8161,0.9144,0.7523,0.0006,0.0014,0.0005,0.7598,0.0133,0.9765,0.0016
56,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Global,0l0vcZMU7AOeQmUIREoI2U,longing,0.9675,False,0.2968,0.9675,0.0667,0.6005,0.4864,0.2654,0.3269,0.9265,0.9172,0.8468
57,"El Bogueto, Yung Beef",Cuando No Era Cantante,Global,6N2iccqxRInhTLHc2Fu3W0,longing,0.9966,False,0.9419,0.9966,0.2394,0.9002,0.717,0.1339,0.8313,0.9653,0.9736,0.4551
58,Sabrina Carpenter,Espresso,Global,2HRqTpkrJO5ggZyyK6NPWz,sensual,0.9337,False,0.6288,0.9123,0.0306,0.3562,0.1281,0.2078,0.0182,0.786,0.9337,0.1078
59,KATSEYE,Gabriela,Global,1xOqGUkyxGQRdCvGpvWKmL,sensual,0.9889,False,0.972,0.9736,0.0031,0.9749,0.758,0.7469,0.0075,0.8681,0.9889,0.5854
60,Fleetwood Mac,Dreams,Global,0ofHAoxe9vBkTCp2UQIavz,lonely,0.9949,False,0.0155,0.9382,0.0009,0.9673,0.9573,0.8993,0.006,0.9949,0.4972,0.3548
61,Jimin,Who,Global,7tI8dRuH2Yc6RuoTjxo4dU,longing,0.9914,False,0.9384,0.9914,0.0168,0.9358,0.7776,0.6323,0.4891,0.9746,0.5719,0.4749
62,"Peso Pluma, Tito Double P",dopamina,Global,3e32UUqXzrI4g2y5kNZrwC,sensual,0.9931,False,0.0774,0.8475,0.339,0.003,0.0059,0.0045,0.1654,0.1653,0.9931,0.1086
63,BLACKPINK,JUMP,Global,5H1sKFMzDeMtXwND3V6hRY,longing,0.992,False,0.753,0.992,0.4813,0.6676,0.1727,0.0152,0.5646,0.0278,0.9873,0.071
64,"The Weeknd, Daft Punk",Starboy,Global,7MXVkk9YMctZqd1Srtv4MB,anger,0.8873,False,0.003,0.8849,0.0034,0.0675,0.04,0.1181,0.0448,0.4128,0.7117,0.8873
