rank,artist,title,region,spotify_uri
171,Kenshi Yonezu,春雷,Japan,6megNXGjmim4OitjZnIn9v
172,Vaundy,呼び声,Japan,3kQf453SpkwX7ALdgzNSNY
173,Vaundy,Tokyo Flash,Japan,04e72JtsOIIlHUQ7CvWwvX
174,Kenshi Yonezu,BOW AND ARROW,Japan,0NHu2Lo9MWkvhOggEy1bYg
175,CHANMINA,Angel,Japan,3vXHM9HaxNYrky9r1zxLWa
176,"Kaguya(cv.Yuko Natsuyoshi), Yachiyo Runami(cv.Saori Hayami), TAKU INOUE",ray - Cosmic Princess Kaguya! Version,Japan,3V5bJpqNCHHi56pGZHNy1f
177,HIRAIDAI,また逢う日まで,Japan,3awymLmIrvn9lkJeFpmRSf
178,[Alexandros],ワタリドリ,Japan,0ve9Tpz8Yw0I4eXhWsy21o
179,noa,1000 days of moments,Japan,3HGHvxci8vnRg7RZ5E6lzi
180,クレイジーウォウウォ！！,Tontsukatantan,Japan,2bonDeesq7NsHnfeMNDhZv
181,SixTONES,一秒,Japan,1jzBL9oiCg4qaZbazOxBQ8
182,ORANGE RANGE,イケナイ太陽,Japan,7emibp3qHeqNNYqZ2Y09xb
183,Mrs. GREEN APPLE,breakfast,Japan,2Co1E8jcju2tCgPZIqxkTr
184,"ROSÉ, Bruno Mars",APT.,Japan,4wJ5Qq0jBN4ajy7ouZIV1c
185,"MISIA, HIDE (GReeeeN)",アイノカタチ,Japan,7mSVOYRseiZi20xtBKhHnF
186,ONE OK ROCK,Wherever you are,Japan,1TZjEATJpF5LaVL7oJHDMn
187,Yorushika,だから僕は音楽を辞めた,Japan,5j7ixaLeGTGSv4DzKs0pCM
188,BE:FIRST,街灯,Japan,5M1nuhRqpXnrkAIltucV7I
189,back number,僕は君の事が好きだけど君は僕を別に好きじゃないみたい,Japan,1WutVejYvP7220sofj3xId
190,=LOVE,ラブソングに襲われる,Japan,3xIy1bAkKbLtXdzHKwCjqE
191,SPITZ,美しい鰭,Japan,1H3qOzheTPhE7aVvJOWfvA
192,Da-iCE,I wonder,Japan,0voOaunLYYqPHrsgXbFVlW
193,Yuuri,世界が終わりました,Japan,5XyD56RYaj2XGxfyc34jQD
194,King Gnu,逆夢,Japan,6ZiEWet0uFRwWBCEKCQ8rY
195,AI,Story,Japan,0V2axJ946WH1vt9t5SGMLV
196,HY,366日,Japan,22aZD7yaGYfhgCYazL4nbc
197,Shota Shimizu,PUZZLE,Japan,5NTtQCnREVVfZuBjVMF4dm
198,King Gnu,一途,Japan,7ncPjJBktLEOpstY5JOUMK
199,King Gnu,カメレオン,Japan,0J0P8iSE6l3pYHbUdNFYdS
200,Yuuri,ビリミリオン,Japan,7M0dIdZWN1FDcveRdoOzbZ
1,Jin,Don’t Say You Love Me,Singapore,27xkOIER6uDLKALIelHylZ
2,Bruno Mars,Risk It All,Singapore,5y2ijHECwFYWqcAHKTZgzD
3,Jimin,Who,Singapore,7tI8dRuH2Yc6RuoTjxo4dU
4,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Singapore,1DwscornXpj8fmOmYVlqZt
5,BLACKPINK,GO,Singapore,3FZPp9lBUvhsxFxKJi3VkB
6,Olivia Dean,So Easy (To Fall In Love),Singapore,6sGIMrtIzQjdzNndVxe397
7,Taylor Swift,The Fate of Ophelia,Singapore,53iuhJlwXhSER5J2IYYv1W
8,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Singapore,2HRgqmZQC0MC7GeNuDIXHN
9,BLACKPINK,Champion,Singapore,43BJVWcBzHRIDaQCg7abnX
10,sombr,back to friends,Singapore,7qjZnBKE73H4Oxkopwulqe
11,Jin,Running Wild,Singapore,50zAEIE4B1QqhPjRMK2Xmh
12,BLACKPINK,JUMP,Singapore,5H1sKFMzDeMtXwND3V6hRY
13,Bruno Mars,I Just Might,Singapore,6f68Ac5tt5BQOpwr0BV9oN
14,Djo,End of Beginning,Singapore,3qhlB30KknSejmIvZZLjOD
15,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Singapore,1CPZ5BxNNd0n0nF4Orb9JS
16,LBI利比,Jumping Machine (跳楼机),Singapore,1XZE0InCx3SdCnLpVsPpZl
17,Olivia Dean,Man I Need,Singapore,1qbmS6ep2hbBRaEZFpn7BX
18,Taylor Swift,Opalite,Singapore,3yWuTOYDztXjZxdE2cIRUa
19,Daniel Caesar,Who Knows,Singapore,6DH13QYXK7lKkYHSU88N48
20,张远,看着我的眼睛说,Singapore,7d6eShN6yVeR4Y2Md9uCA4
21,SIENNA SPIRO,Die On This Hill,Singapore,2gYTC8DsplN3RNdpdBcCOQ
22,Bad Bunny,DtMF,Singapore,3sK8wGT43QFpWrvNQsrQya
23,"Dave, Tems",Raindance (feat. Tems),Singapore,3oTuTpF1F3A7rEC6RKsMRz
24,Hearts2Hearts,RUDE!,Singapore,0WA27lZzPKFJKAbiDRmQDc
25,JENNIE,like JENNIE,Singapore,0fK7ie6XwGxQTIkpFoWkd1
26,"Lady Gaga, Bruno Mars",Die With A Smile,Singapore,7so0lgd0zP2Sbgs2d7a1SZ
27,RAYE,WHERE IS MY HUSBAND!,Singapore,55lijDD6OAjLFFUHU9tcDm
28,BLACKPINK,Fxxxboy,Singapore,7m0duH1vdTNxM2g8BLfR0F
29,BLACKPINK,Me and my,Singapore,5MXcM263QvCTWriH3nVusc
30,Madison Beer,bittersweet,Singapore,6vDVu9IM9s8L8XMQ1c1Yti
31,Zara Larsson,Lush Life,Singapore,1rIKgCH4H52lrvDcz50hS8
32,Billie Eilish,BIRDS OF A FEATHER,Singapore,6dOtVTDdiauQNBQEDOtlAB
33,Ravyn Lenae,Love Me Not,Singapore,4WFgvKVfEhb3IUAFGrutTR
34,"Tame Impala, JENNIE",Dracula - JENNIE Remix,Singapore,5yvVYFDUpbnjcnRBgjwTzM
35,sombr,Homewrecker,Singapore,7tICCrK3CcyRFKza7yrR0z
36,"ROSÉ, Bruno Mars",APT.,Singapore,4wJ5Qq0jBN4ajy7ouZIV1c
37,The Script,The Man Who Can't Be Moved,Singapore,3nqqDo8CcCLke3ZoTgiOKf
38,Alex Warren,Ordinary,Singapore,2RkZ5LkEzeHGRsmDqKwmaJ
39,IVE,BANG BANG,Singapore,7pBE8YpFoZ9ankC2Ci5z9X
40,KATSEYE,Gabriela,Singapore,1xOqGUkyxGQRdCvGpvWKmL
41,HWASA,Good Goodbye,Singapore,3cLXrotzCjYCkN73PewALM
42,She & Him,I Thought I Saw Your Face Today,Singapore,0myRViRgmQ3J8izICXEAVO
43,Dominic Fike,Babydoll,Singapore,7yNf9YjeO5JXUE3JEBgnYc
44,Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,Singapore,1zFuSla4RQ5qAJwDIQYixW
45,The 1975,About You,Singapore,3hEfpBHxgieRLz4t3kLNEg
46,马师傅,善后,Singapore,6gYS6CQc7UMnj0Ubq3C0QT
47,Bruno Mars,Cha Cha Cha,Singapore,6QletrrmpkUpeJkipX9pgf
48,张远,嘉賓,Singapore,5jAmIkIpskwu2hRz2YaEHi
49,Gigi Perez,Sailor Song,Singapore,21IYMdzTrzSe191Cy5eMap
50,Billie Eilish,WILDFLOWER,Singapore,3QaPy1KgI7nu9FJEQUgn6h
51,Tyla,CHANEL,Singapore,4VxTzYm00mg82MuoT35Ja7
52,Gracie Abrams,That’s So True,Singapore,7ne4VBA60CxGM75vw0EYad
53,ILLIT,NOT CUTE ANYMORE,Singapore,1k0JAiH11gHL9dc5dfQjQr
54,The Goo Goo Dolls,Iris,Singapore,6Qyc6fS4DsZjB2mRW9DsQs
55,Jay Chou,擱淺,Singapore,0cOMncRq4cmDLO4tPQnkBF
56,Bruno Mars,God Was Showing Off,Singapore,1sVBT215CDmVJvfy1E2OCU
57,"ZXKAI, slxughter",NO BATIDÃO,Singapore,7vg9noSnFEyPfwLiaCW4vi
58,Coldplay,Yellow,Singapore,3AJwUDP919kvQ9QcozQPxg
59,Bruno Mars,Dance With Me,Singapore,1myZ6GQewhAzMH2dKtKSWK
60,Bruno Mars,That's What I Like,Singapore,0KKkJNfGyhkQ5aFogxQAPU
61,Sabrina Carpenter,Manchild,Singapore,2BwO5K8Q7EPAJSGze3AAh9
62,Kehlani,Folded,Singapore,0bxPRWprUVpQK0UFcddkrA
63,ROSÉ,toxic till the end,Singapore,1z5ebC9238uGoBgzYyvGpQ
64,Twenty One Pilots,Drag Path,Singapore,0TlcczkVTGpinpkGJpT81L
65,Addison Rae,Fame is a Gun,Singapore,7B3BwNecBhKvNwSMOOl7Gk
66,Don Toliver,E85,Singapore,3B4cjvGlPvyBLNG3AzEgkZ
67,One Direction,Night Changes,Singapore,5O2P9iiztwhomNh8xkR9lJ
68,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),Singapore,7G7mSV4BebkoHWwKTDvXu9
69,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Singapore,7CyPwkp0oE8Ro9Dd5CUDjW
70,Justin Bieber,DAISIES,Singapore,5BZsQlgw21vDOAjoqkNgKb
71,Bruno Mars,Why You Wanna Fight?,Singapore,3Ac4AjYkqsvop2ydbSAhTX
72,"Kendrick Lamar, SZA",luther (with sza),Singapore,2CGNAOSuO1MEFCbBRgUzjd
73,1119,福气马上来,Singapore,3b6RZmPmYzg2mRyfoIznYS
74,Ariana Grande,we can't be friends (wait for your love),Singapore,51ZQ1vr10ffzbwIjDCwqm4
75,IVE,BLACKHOLE,Singapore,2ytQFMxdreEFPPZTtyDdqM
76,ZQS,这是你期盼的长大吗,Singapore,3AKYofM0vFekNthGbpjMpN
77,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Singapore,2yWlGEgEfPot0lv3OAjuG3
78,Bruno Mars,Just the Way You Are,Singapore,7BqBn9nzAq8spo5e7cZ0dJ
79,"Firdhaus, DIOR 大穎",在加納共和國離婚,Singapore,6GyUt7yJ0sOktc5HjvVnFh
80,陈村长,爱怎么了,Singapore,0c9gjnRGBRke9VmLaZWmhM
81,The Marías,No One Noticed,Singapore,3siwsiaEoU4Kuuc9WKMUy5
82,Jay Chou,晴天,Singapore,5pIcwtJYNJx93l420oR2Vm
83,Malcolm Todd,Sweet Boy,Singapore,59c2xv2kMzYM6HR9oY6BIa
84,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),Singapore,01qFKNWq73UfEslI0GvumE
85,Evangeline Wong,離開我的依賴,Singapore,23WLgtD54AeluEPRr5muHo
86,Taylor Swift,Cruel Summer,Singapore,1BxfuPKGuaTgP7aM0Bbdwr
87,Sabrina Carpenter,Espresso,Singapore,2HRqTpkrJO5ggZyyK6NPWz
88,ROSÉ,number one girl,Singapore,1lcBt7LoEikqYmhUoa2cez
89,yung kai,blue,Singapore,6W614n8yLUeS3zsZSeBwyq
90,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Singapore,54PbBpquVfhfrwRwvjSXbI
91,"Sean Kingston, Justin Bieber",Eenie Meenie,Singapore,4vVTI94F9uJ8lHNDWKv0i2
92,Taylor Swift,Style,Singapore,0ug5NqcwcFR2xrfTkc7k8e
93,Laufey,From The Start,Singapore,43iIQbw5hx986dUEZbr3eN
94,DIOR 大穎,人的這一生,Singapore,2Jox8DFhnUpJZJWLsVAsAR
95,Coldplay,Viva La Vida,Singapore,1mea3bSkSGXuIRvnydlB5b
96,"Disco Lines, Tinashe",No Broke Boys,Singapore,3cZajhyr8LmtPfHZ9296tj
97,"The Chainsmokers, Halsey",Closer,Singapore,7BKLCZ1jbUBVqRi2FVlTVw
98,"The Chainsmokers, Coldplay",Something Just Like This,Singapore,6RUKPb4LETWmmr3iAEQktW
99,Ed Sheeran,Photograph,Singapore,6fxVffaTuwjgEk5h9QyRjy
100,"Maroon 5, Wiz Khalifa",Payphone,Singapore,1XGmzt0PVuFgQYYnV2It7A
101,Bruno Mars,It Will Rain,Singapore,4rMNgxEwGWoPHIUcvB5BrB
102,Justin Bieber,Ghost,Singapore,6I3mqTwhRpn34SLVafSH7G
103,"Ariana Grande, The Weeknd",Love Me Harder,Singapore,5J4ZkQpzMUFojo1CtAZYpn
104,Bruno Mars,On My Soul,Singapore,4i4BVY2JiH4mDSLIBdNGKD
105,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Singapore,3GCdLUSnKSMJhs4Tj6CV3s
106,Coldplay,Sparks,Singapore,7D0RhFcb3CrfPuTJ0obrod
107,Eric Chou,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Singapore,2gug6MRv4xQFYi9LA3PJCS
108,sombr,12 to 12,Singapore,05od2qm2MTSKCHxy1GBp5W
109,Daniel Caesar,Always,Singapore,2LlOeW5rVcvl3QcPNPcDus
110,The Police,Every Breath You Take,Singapore,1JSTJqkT5qHq8MDJnJbRE1
111,The Neighbourhood,Sweater Weather,Singapore,0cQVqPuHQP4KEwc7ZUQmj6
112,Keane,Somewhere Only We Know,Singapore,0ll8uFnc0nANY35E0Lfxvg
113,Benson Boone,Beautiful Things,Singapore,3xkHsmpQCBMytMJNiDf3Ii
114,Joji,SLOW DANCING IN THE DARK,Singapore,6rY5FAWxCdAGllYEOZMbjW
115,Bad Bunny,Tití Me Preguntó,Singapore,1IHWl5LamUGEuP4ozKQSXZ
116,Jung Kook,Standing Next to You,Singapore,2KslE17cAJNHTsI2MI0jb2
117,Cup of Joe,Multo,Singapore,5tlb0AxuzsMWL2GtEppXGX
118,LNGSHOT,Moonwalkin',Singapore,46V2ciN6F5bxjQWityNhkY
119,The Marías,Sienna,Singapore,0InIeZW4P6VO7dUGRM4AKH
120,Bruno Mars,Locked out of Heaven,Singapore,5g7sDjBhZ4I3gcFIpkrLuI
121,于冬然,座位,Singapore,4s3iUkYgh9gCeGYqCODrQe
122,KiiiKiii,404 (New Era),Singapore,24rDDbSlFY9OHrlJb48CRh
123,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),Singapore,59dLtGBS26x7kc0rHbaPrq
124,SZA,Snooze,Singapore,4iZ4pt7kvcaH6Yo8UoZ4s2
125,Bad Bunny,NUEVAYoL,Singapore,5TFD2bmFKGhoCRbX61nXY5
126,Ed Sheeran,Perfect,Singapore,0tgVpDi06FyKpA1z0VMD4v
127,OneRepublic,Counting Stars,Singapore,2tpWsVSb9UEmDRxAl1zhX1
128,Cigarettes After Sex,Apocalypse,Singapore,1oAwsWBovWRIp7qLMGPIet
129,Bruno Mars,Talking to the Moon,Singapore,161DnLWsx1i3u1JT05lzqU
130,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Singapore,4WFfPxJv1KRekG6mxn837K
131,"王赫野, 姚晓棠",最后一页 - Live,Singapore,0ahuxmprOO8tfKpG5Sgkt2
132,Malcolm Todd,Earrings,Singapore,0eAuGrXyGFYwur9ARUe7LJ
133,"Justin Bieber, Nicki Minaj",Beauty And A Beat,Singapore,6QFCMUUq1T2Vf5sFUXcuQ7
134,Arctic Monkeys,I Wanna Be Yours,Singapore,5XeFesFbtLpXzIVDNQP22n
135,Harry Styles,As It Was,Singapore,4Dvkj6JhhA12EX05fT7y2e
136,Bruno Mars,When I Was Your Man,Singapore,0B7wvvmu9EISAwZnOpjhNI
137,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Singapore,02sy7FAs8dkDNYsHp4Ul3f
138,Tate McRae,Sports car,Singapore,5UJbgR4XF4y1DvbkxEqe8S
139,"Jay Chou, Lara Liang",珊瑚海,Singapore,3Qj9Fy8BPbWmICTiNkuqB7
140,"The Weeknd, Daft Punk",Starboy,Singapore,7MXVkk9YMctZqd1Srtv4MB
141,keshi,Soft Spot,Singapore,2aL4lMGhWdPpyPL6COPou7
142,Olivia Dean,A Couple Minutes,Singapore,312z6PZ8wwREck8613PkJk
143,"LE SSERAFIM, j-hope",SPAGHETTI,Singapore,2N9miXnewVmUrgl6JSK1FI
144,Joker Xue,演员,Singapore,5Sib99jpYybZAicUMETb3h
145,Charlie Puth,Attention,Singapore,5cF0dROlMOK5uNZtivgu50
146,Chappell Roan,"Good Luck, Babe!",Singapore,0WbMK4wrZ1wFSty9F7FCgu
147,"郭家瑋, DIOR 大穎",過了幾天(合唱版),Singapore,4GEWZ1vDFVkmhG55zpKFLO
148,Khalil Fong,特別的人,Singapore,0VTzUEuHYD8s7CgQ15cDPo
149,"阿涵, Ayo97",感谢你曾来过,Singapore,1JLtvvPsHwLyd2ufASdkWV
150,en王翊恩,嚣张,Singapore,1vfUASvUGt3gxQ1x3T3u1C
151,Radiohead,Let Down,Singapore,2fuYa3Lx06QQJAm0MjztKr
152,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Singapore,0FIDCNYYjNvPVimz5icugS
153,KATSEYE,Touch,Singapore,6aJn7Cst74cj4lNIiPRgav
154,Rihanna,Kiss It Better,Singapore,0UHB9METy4VCXNgkcGqHqS
155,Alex Warren,FEVER DREAM,Singapore,7ogpGbKc4Io6NCU6ydxXwZ
156,Jay Chou,告白氣球,Singapore,2tqF9MPNdYdJU70U0ULO23
157,Zara Larsson,Midnight Sun,Singapore,1qRV1dKLOfH1s00b9J2LUQ
158,小阿七,从前说,Singapore,3t5edAHbyFEW67wFApp7EO
159,Bruno Mars,Nothing Left,Singapore,0Sq6JK9kyC4MQa3KrJj5CB
160,Eric Chou,怎麼了,Singapore,5cU1O9P0EDA0rPkPDykhIm
161,sombr,undressed,Singapore,0TFTAtCYhp2tQ9KcJIZb55
162,Katy Perry,The One That Got Away,Singapore,6hkOqJ5mE093AQf2lbZnsG
163,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Singapore,567e29TDzLwZwfDuEpGTwo
164,Ariana Grande,One Last Time,Singapore,7xoUc6faLbCqZO6fQEYprd
165,WeiBird,"如果可以 - 電影""月老""主題曲",Singapore,72OVnXDzugvrCU25lMi9au
166,Dhruv,double take,Singapore,0QzuaeCEEOV40Pn7IvKEny
167,Justin Bieber,Sorry,Singapore,09CtPGIpYB4BrO8qb1RGsF
168,"DJ Snake, Justin Bieber",Let Me Love You,Singapore,0lYBSQXN6rCTvUZvg9S0lU
169,ILLIT,Magnetic,Singapore,1aKvZDoLGkNMxoRYgkckZG
170,BTS,Life Goes On,Singapore,5FVbvttjEvQ8r2BgUcJgNg
171,Taylor Swift,Blank Space,Singapore,1u8c2t2Cy7UBoG4ArRcF5g
172,Coldplay,The Scientist,Singapore,75JFxkI2RXiU7L9VXzMkle
173,Jay Chou,青花瓷,Singapore,10VuSw48iPN2UK2xX9Y6P0
174,"Disney, Shakira",Zoo,Singapore,3vJIaiTIHxHhYafTSPNiH4
175,Cigarettes After Sex,Cry,Singapore,3p4hRhMcb6ch8OLtATMaLw
176,Olivia Dean,Dive,Singapore,36vmaZyO0iAE6FZ7287fg2
177,Laufey,Promise,Singapore,08PdFBcXzpkn1cWNgmKqhn
178,Bruno Mars,Something Serious,Singapore,0PV4VQCmE6Ujssr1bnswdF
179,en王翊恩,我走后 (深情版),Singapore,4iWXBvFiGanzt0ntGnMALN
180,Bruno Mars,Versace on the Floor,Singapore,0kN8xEmgMW9mh7UmDYHlJP
181,Gracie Abrams,"I Love You, I'm Sorry",Singapore,51rfRCiUSvxXlCSCfIztBy
182,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Singapore,1Q7EgiMOuwDcB0PJC6AzON
183,Radiohead,Creep,Singapore,70LcF31zb1H0PyJoS1Sx1r
184,CORTIS,GO!,Singapore,6OWWZtNQORY1McaZmOrwhc
185,Charli xcx,party 4 u,Singapore,2RdEC8Ff83WkX7kDVCHseE
186,SZA,Nobody Gets Me,Singapore,5Y35SjAfXjjG0sFQ3KOxmm
187,Joji,Glimpse of Us,Singapore,2mlNgAeIBnL78ZriXgrRHz
188,Ariana Grande,Into You,Singapore,76FZM38RC8XaAjJ77CVTNe
189,Jay Chou,楓,Singapore,1pALOIA4ytESmhl7Fxjdic
190,Stefanie Sun,遇見,Singapore,3xJK8ywApYVEYIDhymYMC6
191,d4vd,Here With Me,Singapore,0dS2u2UFd88TIzDDaZDLvS
192,Lana Del Rey,Cinnamon Girl,Singapore,2mdEsXPu8ZmkHRRtAdC09e
193,Nadhif Basalamah,kota ini tak sama tanpamu,Singapore,13CwOTXUgBugeBByE9oIWb
194,卢卢快闭嘴,字字句句,Singapore,7fAdinC2UTc0Y9GiKrkTtu
195,Tate McRae,greedy,Singapore,3rUGC1vUpkDG9CZFHMur1t
196,LNGSHOT,Never Let Go,Singapore,37xebnhvUyM8VyyDDeo65d
197,ATEEZ,Adrenaline,Singapore,2VKGO4DNyUK5UxCQB3b3DF
198,Lauv,I Like Me Better,Singapore,4MagTPnkPiDuIa4P8GtW1b
199,Justin Bieber,Love Yourself,Singapore,50kpGaPAhYJ3sGmk6vplg0
200,Lana Del Rey,Young And Beautiful,Singapore,2nMeu6UenVvwUktBCpLMK9
1,Quevedo,NI BORRACHO,Spain,3ltpc2goYCfKT8AbWwqQvc
2,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Spain,1YAWMfsmduIrpqrjP45pFn
3,"Omar Courtz, Dei V, Clarent, Tito ""El Bambino""",$UELTA GATITA $UELTA,Spain,01xWRzLhSgANX9CGgBzssk
4,Aitana,SUPERESTRELLA,Spain,6hpuesKPNa3WhV48O7Fa47
5,"Romeo Santos, Prince Royce",Dardos,Spain,5SudOD9R1Of6CsJVWZy6CQ
6,"Ryan Castro, Kapo, Gangsta",LA VILLA,Spain,2ZyrAym0sRLwt4PhGotHuI
7,"Omar Courtz, ROA",WO OH OH,Spain,0h54mLixODOqU6vTcZMqVM
8,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Spain,6iOndD4OFo7GkaDypWQIou
9,Bad Bunny,NUEVAYoL,Spain,5TFD2bmFKGhoCRbX61nXY5
10,Bad Bunny,BAILE INoLVIDABLE,Spain,2lTm559tuIvatlT1u0JYG2
11,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Spain,4oVO4fGNRRvEn0CRuFO4qv
12,Rels B,TU VAS SIN (fav),Spain,6uiQ0DqbXTBc8tl0AUKZkR
13,Clarent,BIENVENIDA,Spain,7zwgHkTKv86nMOREN5k1hx
14,Omar Courtz,POR SI MAÑANA NO ESTOY,Spain,595wwjQiad6e6lSTScmXvz
15,"JC Reyes, Slayter",LOQUITA,Spain,3zkGK0pIRra9Mql8fKmROf
16,Beéle,no tiene sentido,Spain,1HEwEN64NjgTaHmo7LfkX8
17,Quevedo,TUCHAT,Spain,3bAAv8knmzFpYQsLFoK6de
18,"YOVNGCHIMI, JC Reyes",MVLAN,Spain,74t17BRV4el0mU0Tb8XY1k
19,Omar Courtz,KOKO,Spain,1tz7RZirwiuaJw2p0jbdHb
20,Bad Bunny,DtMF,Spain,3sK8wGT43QFpWrvNQsrQya
21,"Kidd Voodoo, JC Reyes",Me Mareo,Spain,6jBoUckd6VEImt6pg8RpDr
22,"Alleh, Yorghaki",capaz (merengueton),Spain,2dd3G3ZqEcG2cNS1tp3oEk
23,Omar Courtz,SI ESTÁS CON ALGUIEN,Spain,7nyk5uxevcijIfl1FlJgmA
24,"Bad Gyal, Chencho Corleone",Choque,Spain,68KElV3TDyDy2zHPCWjUyt
25,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)",Spain,7nrd0eIftH3NQLfgk20Qp9
26,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Spain,7koAf6aZgjO6TS7bipfPD0
27,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,Spain,2pbSCYzxrG0wa6qcj8IyiE
28,"Yan Block, Panda Black",Talento,Spain,7sChwC2NZjGc2Kdni3hlDg
29,Clarent,LOVE,Spain,21syhl9aagHDATZqFHkfjD
30,GRECAS,Bad Voy,Spain,0WIVpc0hKNxjHkl9xNxw6P
31,"Omar Courtz, Bad Gyal",COMERNOS,Spain,2TYZU0Fvfp5b7gbfqdIAq6
32,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Spain,2uPMsTEKx79gJ8rB3AcT0v
33,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Spain,614NVFo5csQqRnryl4jXs2
34,"El Bogueto, Yung Beef",Cuando No Era Cantante,Spain,6N2iccqxRInhTLHc2Fu3W0
35,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Spain,7d6yK8v8J484SWH5prIQiE
36,"Beéle, Ovy On The Drums",mi refe,Spain,4zhk2RS2EZODmBW6il55Qj
37,"Omar Courtz, Myke Towers",WHAT U NEED? (SexPlaylist 2),Spain,7jnSlMG2jKJmKvAWxufk2I
38,"Mora, C. Tangana",DROGA,Spain,1cmfXbOvNJt7iDrnJy5BRE
39,Bad Bunny,EoO,Spain,6J5kc12BW5HuP3d7C3vvx8
40,GRECAS,Que culpa tiene el lunes de no ser un sabado,Spain,5bDRGw4njjPCO5ZYvSgRXr
41,Bad Bunny,VOY A LLeVARTE PA PR,Spain,59D4DOkspUbWyMmbAPQkxZ
42,"La La Love You, Axolotes Mexicanos",El Fin del Mundo,Spain,6XXQA6e8qXPJ1sZtRxvbws
43,"Delaossa, Quevedo, Bigla The Kid",Still Luvin,Spain,1k4Iyemx6P5fba7RRcHmeb
44,"Juseph, La Pantera, Lucho RK",CUPIDOxX,Spain,3vYFpgpkQF0EY5E9h9BF1r
45,"Young Cister, Kreamly",QLOO*,Spain,7CMj1OOS1ho4CPEQTFKzcN
46,"Luck Ra, BM",La Morocha,Spain,6vRQqxOhUFd78p5tL8jXr7
47,Djo,End of Beginning,Spain,3qhlB30KknSejmIvZZLjOD
48,"Myke Towers, Quevedo",SOLEAO,Spain,4OsBqqMwFabHATATT527tH
49,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Spain,1CPZ5BxNNd0n0nF4Orb9JS
50,"Dei V, JC Reyes",NYX00 (with JC Reyes),Spain,0FI11LoJ41qud3TkFEYlzI
51,"La Pantera, Lucho RK, Pana YMB",PINKY PROMISE 2,Spain,6hFzA2zbArwtGpmTQEsxnn
52,Bad Bunny,NO ME QUIERO CASAR,Spain,39L3LdlHS3gqB62HPWaJRg
53,"Omar Courtz, KARBeats",EL MUNDO SE VA A ACABAR,Spain,6SkbzQSYMJzrmmDBEvbh0S
54,KAROL G,Si Antes Te Hubiera Conocido,Spain,73scB4Q4fcOmnsBVZPmk32
55,"Mora, De La Rose",AURORA,Spain,18m5dJOPB2geFwOymXNaWg
56,"Juseph, Quevedo",CHUOS,Spain,58l1aV1cOGrHMsm2j3GU2W
57,"LAJA, JC Reyes",SETEADORA REMIX (with JC Reyes),Spain,55ZSaezLr7fNrkLL0WCpOD
58,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Spain,0l0vcZMU7AOeQmUIREoI2U
59,rusowsky,malibU,Spain,4uulymZhmebsjKedRaJ1gQ
60,Taylor Swift,The Fate of Ophelia,Spain,53iuhJlwXhSER5J2IYYv1W
61,"SAIKO, SINAKA, Kennat, Benja Valencia",FLAITEERA,Spain,2mh6vP7zo6mDXXKLnpHLPt
62,"Aissa, Rvfv, Kreamly",MUCHACHA,Spain,4rDCRcln8WCHWPRt0YTFLs
63,RAYE,WHERE IS MY HUSBAND!,Spain,55lijDD6OAjLFFUHU9tcDm
64,Omar Courtz,VAMOaCOCHI,Spain,1oghNMGW42IhtQPNU6leZz
65,Danny Ocean,Me Rehúso,Spain,6ifUES3keWjwXgae8pXI3o
66,Bruno Mars,Risk It All,Spain,5y2ijHECwFYWqcAHKTZgzD
