artist,title,spotify_uri,lyrics,original_lang
Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,"Yeh-yeh-yeh-yeh-yeh-yeh-yeh
Eh, eh, eh, eh-eh-eh-eh, eh
Tú y yo, yo y tú nos llevamos bien
Jaja, jaja

Tú y yo, yo y tú nos llevamos bien
¿Qué lo qué? Je, dame lu', yo sigo tus pies
A donde vaya' te sigue la luna (Sigue la luna)
Tú eres mi gyal, como tú ninguna, ey
La noche está buena
Que rico se pasa en Quisqueya, eh, eh
Mi corazón no es de arena, pero tú 'tás dejando tus huella', eh, eh
Cada vez que me miras, sin parar de mover las cadera', eh, eh
Esto aquí no termina, nos fuimos rulin la noche entera (Yeh), eh, eh

Y enséñame a bailar, mami, yo no sé (No sé)
Pero ya estoy borracho y son las tre' (Son las tre')
Yo quiero ver contigo el amanecer
Tú y yo solito', y el sol
Tú y yo solito', y el sol, ey

Si me dejas te hago todo lo que a ti te gusta (A ti te gusta)
Ey, rompe to' que yo pago, esa vaina no me asusta, eh, eh (No me asusta)
Si tú te tardas, te beso primero (Te beso primero)
Pórtate mala, dale, ponte cuero
Que nadie se va a enterar, no, no, no pares de bailar, eh-eh
Nadie le va a llegar a lo de nosotro', esto e' má' allá, eh, eh (Má' allá)
Si tú te tardas, te beso primero (Te beso primero)
Pórtate mala, dale, ponte cuero

Y enséñame a bailar, mami, yo no sé (No sé)
Pero ya estoy borracho y son las tre' (Son las tre')
Yo quiero ver contigo el amanecer
Tú y yo solito', y el sol
Tú y yo solito', y el sol
Y enséñame a bailar, mami, yo no sé (No sé)
Pero ya estoy borracho y son las tre' (Son las tre')
Yo quiero ver contigo el amanecer
Tú y yo solito', y el sol
Tú y yo solito', y el sol

Oh-oh
Empty my pocket, spend all my money
Give you lovin' and doll, ah-ah
Empty my pocket, spend all my money
Give you somethin' on top, ayy-ayy
Empty my pocket, spend all my money
Give you lovin' and doll, ah-ah
Empty my pocket, spend all my money
Give you somethin' on top",es
"Lady Gaga, Bruno Mars",Die With A Smile,7so0lgd0zP2Sbgs2d7a1SZ,"(Ooh, ooh)

I, I just woke up from a dream
Where you and I had to say goodbye
And I don't know what it all means
But since I survived, I realized

Wherever you go, that's where I'll follow
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night

If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you

(Ooh, ooh)

Ooh, lost, lost in the words that we scream
I don't even wanna do this anymore
'Cause you already know what you mean to me
And our love's the only war worth fighting for

Wherever you go, that's where I'll follow
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night

If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you

Right next to you
Next to you
Right next to you
Oh-oh

If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to youIf the world was ending
I'd wanna be next to you

(Ooh, ooh)
I'd wanna be next to you",en
"Intoxicados, Andrés Calamaro",Fuego,6q41qt2R9K8BXEzmzImEGO,"Esta vez es en serio, no estoy mintiendo
Algo se prende fuego
Sé que muchas veces dije que el lobo venía
Pero esta vez el lobo está acá
Se prende fuego mi pelo, mi piano, mis discos
La ropa y el perro
Puede ser que otra vez no sea cierto
Pero siento cómo el fuego me quema por dentro

Esta vez es en serio, no estoy mintiendo
Algo se prende fuego
Sé que muchas veces dije que el lobo venía
Pero esta vez el lobo está acá
Se prende fuego mi pelo, mi piano, mis discos
La ropa y el perro
Puede ser que otra vez no sea cierto
Pero siento cómo el fuego
Me quema por dentro

Traeme un balde de agua o de arena
O pasame el matafuegos
El incendio está cerca
Y no voy a quemarme
Sin antes pelear

Se prende fuego mi pelo, mi piano, mis discos
La ropa y el perro
Puede ser que otra vez no sea cierto
Pero siento cómo el fuego
Me quema por dentro

Fuego, fuego, fuego, fuego, fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Estamos enfermos... fuego, fuego
Estamos enfermos... fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Estamos enfermos, perdónennos
Perdónennos si, estamos enfermos
Perdónennos
Perdónennos si... fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Estamos enfermos... fuego, fuego
Estamos enfermos... fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Estamos enfermos, perdónennos
Perdónennos si, estamos enfermos
Perdónennos
Perdónennos si... fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Fuego, fuego, fuego, fuego, fuego, fuego
Estamos enfermos... fuego, fuego
Estamos enfermos... fuego, fuego",es
"Luck Ra, Abel Pintos",QUE ME FALTE TODO,1TyBUtMxdmRfXhW3MmbxtQ,"Y este tema va dedicado para todos
Los que alguna vez sufrimos del corazón roto
Y dice algo como (¡Eh!)

Lo que daría
Por volver a cuando es que tú me querías
Llego a casa y cada vez está más fría
Y mi cama hoy se siente tan vacía

No mentía cuando te decía tú y yo
No quiero nada menos que seas tú y yo
No quiero que termine lo de tú y yo
No quiero nada menos que seas tú

Y que me falte todo y no tenga nada
Y estemos juntos otra madrugada
Y me falte todo y no tenga nada
Y estemos solos otra madrugada

Y traemos al invitado especial
Un fuerte aplauso para Abel Pintos

Y estar contigo se siente como un hogar
Las noches son más frías cuando tú no estás
Me duele pensar que otro ocupe mi lugar
Y aunque quieras dudar

No mentía cuando te decía tú y yo
No quiero nada menos que seas tú y yo
No quiero que termine lo de tú y yo
No quiero nada menos que seas tú (¡Dice!)

Y que me falte todo y no tenga nada
Y estemos juntos otra madrugada
Y me falte todo y no tenga nada
Y estemos solos otra madrugada (Eh, eh, eh)

Dale tribu, vamos
Y hacemos la ultima todos
Dice

Y que me falte todo y no tenga nada
Y estemos juntos otra madrugada
Y me falte todo y no tenga nada
Y estemos solos otra madrugada (¡Eh!)

Cuarteto viejo
Muchas gracias, buenas noches
Y un aplauso enorme para Abel Pintos, vieja
Arriba Luck Ra
Tremendo",es
Los Piojos,Tan Solo,6Soxxi73U6SO4rOGJwYYxI,"Quizá no sea el vino, quizá no sea el postre
Quizá no sea, no sea nada
Pero hay tanta belleza tirada en la mesa
Desnuda toda rebalsada
Apurás el vaso, vas perdiendo el paso
Y en la mesa ya no hay nada
Borracha está la puerta, cerraste y quedó abierta
Y puedo escuchar tu llamada

Oh, oh-oh, tan solo
Oh, oh-oh, tan solo, ah

Servida ya tu boca, tan dulce está tu boca
Tan dulce con un blues amargo
Un vaso rueda al piso, lento cae al piso
Lento y muere en mil pedazos
No quiero dejar que se vean, tus ojos se vean
Tan, tan, tan, tan tristes
Quizá habrá sido el destino, o ese vaso de vino
Que dijiste

Oh, oh-oh-oh, tan solo
Oh, oh-oh-oh, tan solo, ah

Salta la cuerda, se enreda, y cae de boca
Salta la cuerda, se enreda, y cae de boca
Salta la cuerda, se enreda, y cae de boca
Salta la cuerda, se enreda, y cae de boca

Wuh

Oh, oh-oh-oh, tan solo
Oh, oh-oh-oh, tan solo",es
"Feid, ICON",FERXXO 151,2Cl4HCBmPddQNZEncdoXp0,"Uh, uh, uh, uh, uh-uh-uh
Uh, uh, uh, uh, uh-uh-uh

Quemando un crespo
Quemando el sol, mirándote, qué chimba esto
Poniéndote el oil tan por todo el cuerpo
Hace calor, pero no quiero que se me acabe esto, eh
Tú de otra city
Ese totico rosado flow Hello Kitty
Chingar me quitó el guayabo de esa fiesta anoche en Santorini
Se broncea a topless
Solo quiere que se le marque la tanga del bikini, yeah

Volvamos a hacerlo aunque no hayamos dormido
Mе porto bien, pero bien malo contigo
Tú mе dices lo rico que la estás pasando y me  motivo

¿Mañana pa' dónde quieres ir?
En el Goyard tengo el efectivo
Pa' gastármelo todo en ti
Amanece otra vez conmigo
¿Mañana pa' dónde quieres ir?
En el Goyard tengo el efectivo
Pa' gastármelo todo en ti
Y que queden mordí'os esos malparidos

Ellas son flop y tú ere' un bop
Te quiero dar como te da el sol
Te quité los hoops porque te estorban cuando te doy en four
El bikini aguamarina
Culonsita, ella es latina
Supreme en el 2010 le hacen fila, yeah, yeah
De tequilita un shot
De los noventa como las Shock
El mal la persigue como a Randy Glock
Abrió la Goyard y se quedó en shock

Bebé, yeah
Tú me dices lo rico que la estás pasando y me motivo

¿Mañana pa' dónde quieres ir?
En el Goyard tengo el efectivo
Pa' gastármelo todo en ti
Amanece otra vez conmigo
¿Mañana pa' dónde quieres ir?
En el Goyard tengo el efectivo
Pa' gastármelo todo en ti
Y que queden mordí'os esos malparidos

Hoy vamos a hacerlo aunque no hayamos dormido",es
Airbag,Solo aquí,0OcYoSGA1CFGZcCuPLyfhj,"Solo aquí, sentado sin saber qué hacer
Yo se que tu estás con él
Y no regresarás por mí

No tendré
Palabras que decir, tal vez
Ni un beso para darte a ti
Y un sueño que dejé morir

Y en la mañana espero
Un corazón sincero
Que solo busca libertad, ah-ah

Yo solo quiero olvidar
Lo que he sufrido por ti
Y es difícil olvidarte si tú estás aquí

Solo aquí, sentado sin saber qué hacer
Yo sé que tu estás con él
Y no regresarás por mí

No tendré
Palabras que decir, tal vez
Un beso para darte a ti
Y un sueño que dejé morir

Y en la mañana espero
Un corazón sincero
Que solo busca libertad

Yo solo quiero olvidar
Lo que he sufrido por ti
Y es difícil olvidarte si tú estás aquí

Y en la mañana espero
Un corazón sincero
Que solo busca libertad

Yo solo quiero olvidar
Lo que he sufrido por ti
Y es difícil olvidarte si tú estas aquí

Si tú estás aquí
Si tú estás aquí
Si tú estás aquí
Si tú estás aquí
Ya no estás aquí",es
"Callejero Fino, La T y La M",Te invito a bailar,17vFIehhv8hKSXYn5Ce4Pk,"Na-na-na-na-na
Uh-oh

Si te invito a bailar en la esquina del barrio
Donde paran los vago'
Mami, está todo pago
Piola la podés pasar
Y esta noche se presta, puede que sea nuestra
Es que yo, es que yo
Quiero verte brillar (Un, dos, tre', va; ay)

Sé, yo sé que muero por tocar tu piel
Y sé que muero por tenerte
Pruébame, que vas a conocerme
Déjame, que yo puedo quererte
Y sé, yo sé que muero por tocar tu piеl
Y sé que muero por tenеrte
Pruébame, que vas a conocerme
Déjame, que yo puedo quererte

Nena, quiero besar tu boca, permitimelo
Sé que te gustan los rochito', no digas que no
A tu amiga contale, dale, decíselo
Que el que te roba por las noche', sabe que soy yo (Ay)
El que te agarra de la cintura
El que al tocarte te trae locura'
El que siempre se encuentra en una
El que te baja la luna (Jajaja, ay)

Baila, baila, baila, baila pa' mí
Vo' sabías que eras mía desde que te vi
Baila, baila, baila, baila pa' mí
Choqué con tu sonrisa y juro que me perdí

Sé, yo sé que muero por tocar tu piel
Y sé que muero por tenerte
Pruébame, que vas a conocerme
Déjame, que yo puedo quererte
Sé, yo sé que muero por tocar tu piel
Y sé que muero por tenerte
Pruébame, que vas a conocerme
Déjame, que yo puedo quererte

Yo soy CF, mami
Con La T y La M (Ay)
Si ya sabés cómo e'
Esto es La T y La M con Callejero Fino
Haciendo canciones de amor
Para todo' los barrios bajos y villas del pueblo argentino
Y hagan caso, pa' las rocha' beso' y pa' lo' gile' rafagazo', turra
Mi hermano Matías Rapen en los controle (723)
Y Nico Valdi (Jajajaja)",es
"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,"(Just seeing you makes me want to, eh)
(Precisely in Cartagena; eh-eh, ay)
Infinity
After so much you're looking for me
Why is it?
Why me, yeah
You can't leave without answering that question
What is it that you want?
What is it that you need?

To seduce me again
To kiss me again
Turn my world upside down again
To kiss you like yesterday
To feel you again
Turn my world upside down again, like yesterday, yeah
(The ""Z"" and the ""L"")

Just the sight of you makes me wanna
To travel back in time and rescue (Brrr; yeah)
Those moments that you and I sharеd (Sup, sup, sup, sup)
The desire to party
It was nights that nеver ended (Ay)
We were living in a fantasy, but it was real (For real)

What we felt (Mamacita; what we felt)
What we did (Here; what we did)
It's no coincidence that we saw each other at the same disco (Ah)
Let's make the most of it (Aha)
What we felt (Mamacita; what we felt)
What we did (Ah, ah)
It's not by chance that we saw each other in the same nightclub
Come on mommy, we're gone

To seduce me again
Kiss me again
To turn the world upside down
To kiss you like yesterday
To feel you again
You turn my world upside down again, like yesterday (J Balvin, man)

Today you show up again under the full moon, siren
Precisely in Cartagena
Let me relive this, it's a pleasure
Ba-Ba-Ba-Baila that the night is yours, let the rhythm intuit
Put some spice in it, let the love flow
We realized that there was no end
This doesn't have to end (Ouh, ouh; for real)

What we felt (Mamacita)
What we did (Take that take)
It's no coincidence that we saw each other in the same disco
Let's take advantage of the fact that we saw each other (Aha)
What we felt (Mamacita)
What we did (Ah, ah)
It's no coincidence that we saw each other in the same disco
Dale mami, we left

To seduce me again
Kiss me again
To turn my world upside down again
To kiss you like yesterday
To feel you again
You turn my world upside down again, like yesterday, yeah

Chq-chq-chq-chq-chq-chq-chq-chq-chq
Z Diddy
J Balvin, man
Zion, baby
The ""Z"" and the ""L""
And Lennox
Leggo'
J Balvin
Sky Rompiendo El Bajo
Mo-Mo-Mosty
Bull Nene
Infinity
Leggo'
Infinity Music (To Seduce Me Again)
Baby Records (To Kiss Me Again)
(Turn my world upside down again, like yesterday, yeh)
The ""Z"" and the ""L""",en
"Blessd, Anuel AA, SOG",TE CANTO BAJITO,3I1jcOmPwnzUR5yduDK3yb,"Mami, tú quieres que yo te cante bajito (Bajito)
Y que te toque el totito ese bien rico (Bien rico)
Es que te juro que lo hicimo' tan bonito
No hay otra que me haga sentir como contigo
Y si la conoce', yo te pido un favor (Un favor)
Que la traigas, pa' que me haga el amor (Amor)
Se lo juro que usted me enamoró
Y no hay otra que me haga sentir como contigo (Ey, SOG, ja; Uah)

Y si de pronto quieres bailar (Bailar), búscame para perrear (Perrear)
Es que contigo quiеro pecar (Pecar) a poca ropa en la intimidad (-dad)
Y si dе pronto quieres verme sin nada (Sin nada)
Como a poca ropa yo te quiero ver a ti (Ver a ti)
Ese culo suyo, mami, yo lo fantaseaba
Y ahora ese sueño ya lo cumplí

¿Qué será, qué será? Se lo juro, yo no sé
Pero quiero pegarla contra la pared
Con los tema' de Tego, de Ñejo y Plan B
Ay, qué rico, mamacita, yo ya me enamoré
Una noche de carpa, una casa prestada
Los dos en mi cama, qué rico pasaba
Solo fue un momento 'e los dos
Que no voy a encontrar con otra, corazón
Dime que sí, no me diga' que no
Que esto e' un flow nuevo del Bendito

Y si de pronto quieres bailar (Bailar), búscame pa' yakalear (Uah)
Es que contigo quiero pecar (Pecar; Anuel) a poca ropa en la intimidad (Brr)
Y si de pronto quieres bailar (La AA), búscame pa' yakalear (Uah, uah)
Es que contigo quiero pecar a poca ropa en mi cama (Oh-oh, oh-oh)

Yo me enamoré, baby, como Nodal (Nodal)
Mami, ando bien bélico con una Scar (Brr)
Ella es la más rica de todo TikTok (TikTok)
Como Pablo Escobar le exploto el Instagram
Bellaca Tokischa, chicha' o no chicha
Un party de salchicha', te doy flow René
Yo le meto el bicho a to'as las Bad Gyal (Bad Gyal)
Los morenos dicen Anuel a menace
Mami, dime que sí, mami, dime que sí, que te voy a lamber el culo y clítori' (Culo)
Tú eres mi reina, bebé, por tu amor yo bajo enmascara'o, Halloween, Trick or Treat (Brr)
Yo le mando a dar cien tiro' a tu ex (Brr)
Si pregunta' quién fue, vete y dile de mí (De mí)
Que no esté roncando, que después lo matan (La AA)
Y dicen: ""¿Pero si era tan bueno por qué?"" (¿Por qué?)
Un problema conmigo y te desaparecemo'
En México dirán: ""Se lo llevó el cartel"" (Jaja)

Y si de pronto quieres bailar (Bailar), búscame para perrear (Perrear)
Es que contigo quiero pecar (Pecar) a poca ropa en la intimidad (SOG, SOG)
Y si de pronto quieres verme sin nada (Sin nada)
Como a poca ropa yo te quiero ver a ti (Ver a ti)
Ese culo suyo, mami, yo lo fantaseaba (Fantaseaba)
Y ahora ese sueño ya lo cumplí

Real hasta la muerte, baby
Mera, dime, Blessd
Real hasta la muerte, baby
Uah, uah (Brr)
Mandando los kilo' de Colombia pa' la USA, jaja
Los kilo' de música, brr",es
